Class,IoU,Precision,Recall,F1-Score,Support
Background,0.48323261362595604,0.5312135779021213,0.8425204948536198,0.6515938352307812,369483.0
Ashlar,,,,,0.0
Polygonal,0.8383506778127542,0.986051078593069,0.8484124379839456,0.9120682880920336,4083620.0
Quarry,0.3371877595349134,0.35720086626962644,0.8575142160844842,0.5043237303521093,104635.0
