Class,IoU,Precision,Recall,F1-Score,Support
Background,0.4225917548042632,0.45902894912763026,0.8418655256128157,0.5941152876461151,369483.0
Ashlar,,,,,0.0
Polygonal,0.8455794964318881,0.9837664909764209,0.8575450213291148,0.9163295301737706,4083620.0
Quarry,0.3415912602074597,0.3806062612314386,0.7691785731351842,0.5092329837548838,104635.0
