experiment,run_id,channels,run_number,epoch,loss,val_loss,accuracy,val_accuracy,iou_metric,val_iou_metric
v2_yaw_correction-epsV1,3ch_run1,3,1,69,0.3615382380229383,0.353097494159426,0.9258978053727096,0.9321271142294241,0.7284268807034847,0.7378138503325837
v2_yaw_correction-epsV1,3ch_run1,3,1,70,0.362229234177219,0.35741826466151644,0.9254330888529229,0.9283507413642351,0.7253370912022088,0.7305564635566303
v2_yaw_correction-epsV1,3ch_run1,3,1,71,0.3586663470780554,0.37210928755147116,0.9268925005055756,0.9227720393690952,0.7318889531037531,0.7213729303330183
v2_yaw_correction-epsV1,3ch_run1,3,1,72,0.3543857102059136,0.3527860237019403,0.9288139461608066,0.9316368280455124,0.7339032296676281,0.7315782465572868
v2_yaw_correction-epsV1,3ch_run1,3,1,73,0.35387816483324225,0.3525130067552839,0.9298223339660707,0.9296004716740098,0.7355767553441288,0.7374443592769759
v2_yaw_correction-epsV1,3ch_run1,3,1,74,0.3514777192892122,0.35410910631929127,0.9302782040963868,0.9292634653490643,0.7348208519176018,0.7366394270211458
v2_yaw_correction-epsV1,3ch_run1,3,1,75,0.3499133702644632,0.35792829947812216,0.9312232687160172,0.9290749838185864,0.7420284457443175,0.7361738636557545
v2_yaw_correction-epsV1,3ch_run1,3,1,76,0.348989528072767,0.3411052567618234,0.9307158291648068,0.936696961868641,0.7452848823048359,0.7495107842343194
v2_yaw_correction-epsV1,3ch_run1,3,1,77,0.34931322587423086,0.343856332557542,0.9304885962879769,0.9340331321538881,0.7444617646661672,0.7492029733423676
v2_yaw_correction-epsV1,3ch_run1,3,1,78,0.34523781419785554,0.3433171382972172,0.9327050517732133,0.9352985115938408,0.746107254362057,0.7507625387183258
v2_yaw_correction-epsV1,3ch_run1,3,1,79,0.34190121613258173,0.3432576762778418,0.9342560477192671,0.9342377063839935,0.75294919613718,0.748374130576849
v2_yaw_correction-epsV1,3ch_run1,3,1,80,0.33947280172474126,0.3491909887109484,0.9354042341198768,0.9321935254474019,0.753832417259316,0.740096331973161
v2_yaw_correction-epsV1,3ch_run1,3,1,81,0.3394543715744964,0.3435280684913908,0.9351210332829062,0.9348373058230378,0.7571820427070964,0.7465947501893554
v2_yaw_correction-epsV1,3ch_run1,3,1,82,0.3411757734196245,0.33786730468273163,0.933540214057299,0.9372644113939862,0.7561158045880065,0.7548304282660995
v2_yaw_correction-epsV1,3ch_run1,3,1,83,0.3372004849851624,0.3546087635414941,0.9362397198839789,0.9273305138876272,0.76043777380231,0.7324533914881093
v2_yaw_correction-epsV1,3ch_run1,3,1,84,0.33622155086068084,0.368280012692724,0.9362527300924401,0.9229829122853833,0.7600633739994085,0.7210547397179263
v2_yaw_correction-epsV1,3ch_run1,3,1,85,0.3347390259592986,0.33800249653203146,0.9367943322892766,0.9377956656522529,0.7640117890209206,0.757916672155261
v2_yaw_correction-epsV1,3ch_run1,3,1,86,0.33068821770100554,0.3425054166998182,0.9387785093984041,0.9359947382017624,0.7666247834659312,0.7507480968322072
v2_yaw_correction-epsV1,3ch_run1,3,1,87,0.33313935354721447,0.33462009898253847,0.9378756076374862,0.9383245601210484,0.7651998496437369,0.7553951426276139
v2_yaw_correction-epsV1,3ch_run1,3,1,88,0.33276645506709074,0.38051174368177143,0.9375927657844362,0.91523261846498,0.7702978403607675,0.7130132881658418
v2_yaw_correction-epsV1,3ch_run1,3,1,89,0.33072945032237977,0.33503627351352144,0.938176591985598,0.9384611972542696,0.7718825473888846,0.757530830268349
v2_yaw_correction-epsV1,3ch_run1,3,1,90,0.3241414302144169,0.3333547498498644,0.941504234858358,0.9388762185739916,0.7798413141545925,0.7615426632442645
v2_yaw_correction-epsV1,3ch_run1,3,1,91,0.32655908943207795,0.3288473231451852,0.9398376204481785,0.9419228664664335,0.7748751639704073,0.7694488971361092
v2_yaw_correction-epsV1,3ch_run1,3,1,92,0.32504749174945613,0.33717068816934315,0.9408549552373088,0.9368644714355469,0.7788742276385796,0.7589729566659246
v2_yaw_correction-epsV1,3ch_run1,3,1,93,0.3216345812663559,0.33152628583567484,0.9424726215981895,0.9401755931765534,0.7793211372615385,0.7645749141063009
v2_yaw_correction-epsV1,3ch_run1,3,1,94,0.3192154247898701,0.334152598466192,0.9438125290816425,0.9381157453670058,0.7835939061666323,0.7602498669709478
v2_yaw_correction-epsV1,3ch_run1,3,1,95,0.3210941897936104,0.33165921909468515,0.9421225057639405,0.9401428754939589,0.7834410642173665,0.7656108577336583
v2_yaw_correction-epsV1,3ch_run1,3,1,96,0.3169450796832723,0.3372529021331242,0.9443837632314372,0.9376328046931777,0.7890025612490237,0.7598948907107115
v2_yaw_correction-epsV1,3ch_run1,3,1,97,0.31561844728209754,0.34800204634666443,0.9451274930999346,0.9318272790243459,0.789094637232748,0.7464544977992773
v2_yaw_correction-epsV1,3ch_run1,3,1,98,0.3169897775019496,0.33193881809711456,0.9445045021475286,0.941530023619186,0.7905426981035343,0.766517844583307
v2_yaw_correction-epsV1,3ch_run1,3,1,99,0.31229643708418225,0.3303276300430298,0.9465894058053964,0.9388782235079034,0.796314440359754,0.7618514027978692
v2_yaw_correction-epsV1,3ch_run1,3,1,100,0.31533604884935806,0.33455399104527067,0.9448528289794922,0.938480040084484,0.7897099723562229,0.7582428689513888
v2_yaw_correction-epsV1,3ch_run1,3,1,101,0.31195429472391273,0.33616894483566284,0.945723142101205,0.9375579301701036,0.7927094635761474,0.7646175920963287
v2_yaw_correction-epsV1,3ch_run1,3,1,102,0.3095191389568581,0.3387345096894673,0.9468308086848924,0.9363495405330214,0.7970079992058848,0.7586019895970821
v2_yaw_correction-epsV1,3ch_run1,3,1,103,0.3105836541445787,0.32283234170504976,0.9468940549454004,0.943944460846657,0.7988730090831923,0.7747569286397525
v2_yaw_correction-epsV1,3ch_run1,3,1,104,0.30654584499430065,0.3370786692414965,0.9486549539181415,0.9375766133153162,0.8029791853767781,0.7616594566830567
v2_yaw_correction-epsV1,3ch_run1,3,1,105,0.3054926652799953,0.3204998757158007,0.9487950838832598,0.9451481663903525,0.803450850538971,0.7811887338757515
v2_yaw_correction-epsV1,3ch_run1,3,1,106,0.3046315967544051,0.3243313304015568,0.9491888142914165,0.9427212914755178,0.8057950785583701,0.7733160624546664
v2_yaw_correction-epsV1,3ch_run1,3,1,107,0.3026001556845736,0.3252969171319689,0.9500050529945476,0.9424779670183049,0.808686093542694,0.7776993741946561
v2_yaw_correction-epsV1,3ch_run1,3,1,108,0.3034674217385694,0.3210975442613874,0.9493464259844901,0.9457321876703306,0.8052265090205946,0.78132431900927
v2_yaw_correction-epsV1,3ch_run1,3,1,109,0.29885276437790925,0.32795093740735737,0.9512926415302391,0.9413149634072947,0.8118551249100157,0.7736493844006743
v2_yaw_correction-epsV1,3ch_run1,3,1,110,0.29790042993450955,0.32006692034857614,0.9515683313190259,0.9459792913392533,0.8129140639846976,0.78423014868583
v2_yaw_correction-epsV1,3ch_run1,3,1,111,0.3002098004433734,0.3186741237129484,0.9505544127944583,0.9462092022563136,0.8125383013412972,0.7842693286282676
v2_yaw_correction-epsV1,3ch_run1,3,1,112,0.2972994350697383,0.32193280117852346,0.9519858966815558,0.9448526071947675,0.816539849100773,0.7829372249543667
v2_yaw_correction-epsV1,3ch_run1,3,1,113,0.29682821688080624,0.3204741392816816,0.9519987767090349,0.9451923636502998,0.8170630951558263,0.7827082329562732
v2_yaw_correction-epsV1,3ch_run1,3,1,114,0.29619779123747647,0.3241600756134306,0.9522331044493935,0.9443441701489825,0.8170883697419127,0.7824020359132972
v2_yaw_correction-epsV1,3ch_run1,3,1,115,0.29226271377122104,0.31677496433258057,0.9542614780019703,0.9462702196697856,0.8197935039546987,0.7873398219900472
v2_yaw_correction-epsV1,3ch_run1,3,1,116,0.2927381454174184,0.3167291666780199,0.9539516058431663,0.9469874182412791,0.821925653675802,0.7894761477197919
v2_yaw_correction-epsV1,3ch_run1,3,1,117,0.2894933951541412,0.31744985708168577,0.9547243956572761,0.9464774908021439,0.8249320861968127,0.7867873630353382
v2_yaw_correction-epsV1,3ch_run1,3,1,118,0.2899750671849763,0.31831495676721844,0.9550618819638147,0.9470567037892896,0.8237778855995699,0.788623466023377
v2_yaw_correction-epsV1,3ch_run1,3,1,119,0.2895467702514869,0.32411049945013864,0.9551397439982307,0.9433233039323674,0.8224381649605006,0.7811943218111992
v2_yaw_correction-epsV1,3ch_run1,3,1,120,0.2892345609990033,0.31145035156181883,0.9551813742983797,0.9494398250136264,0.8262706698218653,0.7923793393586364
v2_yaw_correction-epsV1,3ch_run1,3,1,121,0.28709405106453856,0.31109857133456637,0.9563011122095055,0.949114972491597,0.8277205153068236,0.7956743479839393
v2_yaw_correction-epsV1,3ch_run1,3,1,122,0.2858357225075241,0.32730897622449057,0.9567351868875025,0.9429194073344386,0.8277779347147823,0.78067051459636
v2_yaw_correction-epsV1,3ch_run1,3,1,123,0.28453600763781994,0.3163986120905195,0.9568056936964254,0.9474715654240098,0.8318888294425878,0.79616237112454
v2_yaw_correction-epsV1,3ch_run1,3,1,124,0.2836364161623411,0.32683410601956503,0.9575125803745274,0.9432118792866552,0.831731151389189,0.7788972897189004
v2_yaw_correction-epsV1,3ch_run1,3,1,125,0.28699145090481465,0.3167703705174582,0.9561743790509166,0.9470955072447311,0.8300593235522262,0.7926300769405705
v2_yaw_correction-epsV1,3ch_run1,3,1,126,0.28431807322935626,0.31806518137454987,0.9568298876347192,0.9470190003860829,0.8339483295528849,0.7875415038849626
v2_yaw_correction-epsV1,3ch_run1,3,1,127,0.280617796931385,0.3118378243276051,0.9577548175957729,0.9500380582587663,0.8348308622467616,0.8001339355749744
v2_yaw_correction-epsV1,3ch_run1,3,1,128,0.2816915993601823,0.32806697700704845,0.9581471278477602,0.9423743669376817,0.8371553294175913,0.7776165796177728
v2_yaw_correction-epsV1,3ch_run1,3,1,129,0.2802483153737281,0.3113279108490263,0.958756361037277,0.9502330691315407,0.8362433141605421,0.7981709688901901
v2_yaw_correction-epsV1,3ch_run1,3,1,130,0.27881321384887064,0.3163667065756662,0.9594818754304651,0.947707739541697,0.8372871897622081,0.7965730572385448
v2_yaw_correction-epsV1,3ch_run1,3,1,131,0.2758427798009116,0.31977938541344236,0.9605661035200432,0.946561910939771,0.8440615797092107,0.787526588354792
v2_yaw_correction-epsV1,3ch_run1,3,1,132,0.27800038875627126,0.3117463482277734,0.9594910551621477,0.9494147899538972,0.8387131703909764,0.7933224035160882
v2_yaw_correction-epsV1,3ch_run1,3,1,133,0.27600959275872256,0.31327887518065317,0.9605437123911087,0.9489499646563863,0.8428549988826445,0.7949469265128885
v2_yaw_correction-epsV1,3ch_run1,3,1,134,0.2763943540409577,0.3091907501220703,0.9601795350383455,0.9513771234556686,0.8412158657942922,0.7994536895837102
v2_yaw_correction-epsV1,3ch_run1,3,1,135,0.274673123128158,0.3160288802215031,0.9605135143481218,0.9477766702341479,0.843431631426427,0.7907293598566737
v2_yaw_correction-epsV1,3ch_run1,3,1,136,0.27342514890777175,0.31038962091718403,0.9615504315128741,0.9503212329953216,0.8445916950456367,0.7976895453674453
v2_yaw_correction-epsV1,3ch_run1,3,1,137,0.2742974721203166,0.309855192899704,0.9608046503076879,0.9505817502043968,0.8463393246585672,0.7970528198140008
v2_yaw_correction-epsV1,3ch_run1,3,1,138,0.2721643724963685,0.30987131169864107,0.9618830123633115,0.9507374963095022,0.8477245606174154,0.8010721366320338
v2_yaw_correction-epsV1,3ch_run1,3,1,139,0.2716794483178903,0.31514014090810505,0.9623387976787453,0.9482283126476199,0.8476145937423075,0.7945133777601379
v2_yaw_correction-epsV1,3ch_run1,3,1,140,0.2693519741296768,0.31072341331413816,0.9631701156789786,0.9509252681288608,0.8493970264950075,0.8022997193038464
v2_yaw_correction-epsV1,3ch_run1,3,1,141,0.2709470816141318,0.31533085448401316,0.9623468708720794,0.9486123195914336,0.8467824461769836,0.7982286534139088
v2_yaw_correction-epsV1,3ch_run1,3,1,142,0.2680740186498185,0.3143614786011832,0.9634634587979243,0.9489418916924055,0.85355254558246,0.7976014097886426
v2_yaw_correction-epsV1,3ch_run1,3,1,143,0.2672967734661969,0.30771632705415997,0.9636537518348418,0.951468374562818,0.8554311379913456,0.8036096010889325
v2_yaw_correction-epsV1,3ch_run1,3,1,144,0.26608618601294587,0.3053193049771445,0.9639371676676769,0.9525485726289971,0.8532490854051488,0.8062849417328835
v2_yaw_correction-epsV1,3ch_run1,3,1,145,0.2658723818122848,0.3063007891178131,0.9644887582962367,0.9520526797272438,0.8558337099172852,0.8036235214344093
v2_yaw_correction-epsV1,3ch_run1,3,1,146,0.2645703802916629,0.3054406004292624,0.9646950083656666,0.9528368572856105,0.8576505433552521,0.8052832973854882
v2_yaw_correction-epsV1,3ch_run1,3,1,147,0.2634760116742662,0.31447469123772215,0.965211872231011,0.9495681762695313,0.8585275865413926,0.7968170360795089
v2_yaw_correction-epsV1,3ch_run1,3,1,148,0.26463667888286685,0.31419575427259716,0.964659386115089,0.9475073348644167,0.8569338038440578,0.79500815857734
v2_yaw_correction-epsV1,3ch_run1,3,1,149,0.26409899166300277,0.3117819832903998,0.9648698138105832,0.951142173589662,0.857088640332222,0.8023961032075542
v2_yaw_correction-epsV1,3ch_run1,3,1,150,0.263761220638417,0.3079528638294765,0.9644839179306267,0.9517454457837482,0.8576976453716104,0.8033650836774281
v2_yaw_correction-epsV1,3ch_run1,3,1,151,0.2623754998376547,0.3085528825010572,0.9656091056910517,0.9512427573980287,0.8600859344005585,0.8004340518798146
v2_yaw_correction-epsV1,3ch_run1,3,1,152,0.26256160056295474,0.3060855950628008,0.9656563140490433,0.9523883198582849,0.8591583362849783,0.8073722347617149
v2_yaw_correction-epsV1,3ch_run1,3,1,153,0.26050423713755017,0.30254036826746805,0.9662676242169574,0.9545684637025346,0.8600154105912555,0.8134315258690289
v2_yaw_correction-epsV1,3ch_run1,3,1,154,0.26104472368216713,0.30729464973722187,0.96589710744485,0.9521163940429688,0.8619866681493018,0.8029356827693326
v2_yaw_correction-epsV1,3ch_run1,3,1,155,0.2629972852704939,0.30316498236996786,0.9654204576683636,0.9538045483966207,0.8622749382553022,0.8129750809499195
v2_yaw_correction-epsV1,3ch_run1,3,1,156,0.25999162721732433,0.3079910235745566,0.9664303918659009,0.9531061926553416,0.8626756314650055,0.8096531853079796
v2_yaw_correction-epsV1,3ch_run1,3,1,157,0.2594924055594058,0.3086353582995279,0.9666877024669311,0.9509893905284793,0.8618312656017374,0.8030933322651046
v2_yaw_correction-epsV1,3ch_run1,3,1,158,0.26135768217981353,0.3111667590481894,0.9662586890677262,0.9505898763967114,0.8620502044223557,0.8028217123023101
v2_yaw_correction-epsV1,3ch_run1,3,1,159,0.2604366639428887,0.300035942878042,0.9663538059995981,0.9540608605673147,0.8624225270526469,0.8122155959052699
v2_yaw_correction-epsV1,3ch_run1,3,1,160,0.2568948568145106,0.3077938450234277,0.9675632622767136,0.9520076485567315,0.8685342340676252,0.8049612886139325
v2_yaw_correction-epsV1,3ch_run1,3,1,161,0.25720462141450773,0.3048416439976011,0.9674806111601048,0.952763118300327,0.8671571708415166,0.8124359361827374
v2_yaw_correction-epsV1,3ch_run1,3,1,162,0.25842606060761064,0.3011055439710617,0.9671175916291073,0.9542243957519532,0.8666991305745337,0.8109287635556289
v2_yaw_correction-epsV1,3ch_run1,3,1,163,0.25761797334537034,0.30180484907967703,0.9669375118819733,0.9536118973133176,0.8646851406117116,0.810970377177
v2_yaw_correction-epsV1,3ch_run1,3,1,164,0.2565161935554063,0.2984842381307057,0.9679404478654989,0.9546624117119368,0.866367626719731,0.8133722032819476
v2_yaw_correction-epsV1,3ch_run1,3,1,165,0.25528596932730396,0.3004442495959146,0.9686132981340789,0.9562515258789063,0.8707135424387357,0.8175040126911232
v2_yaw_correction-epsV1,3ch_run1,3,1,166,0.25599832130857736,0.3042667295251574,0.9679144432280895,0.9541219134663427,0.8693002706224268,0.8128964932901519
v2_yaw_correction-epsV1,3ch_run1,3,1,167,0.2534620744630325,0.3056589833327702,0.9689270993916177,0.9531547723814499,0.8694437523641863,0.809901584471975
v2_yaw_correction-epsV1,3ch_run1,3,1,168,0.2564350683088145,0.3059745452233723,0.9678911980330143,0.9505460517351018,0.8684917661276731,0.8038531573755401
v2_yaw_correction-epsV1,3ch_run1,3,1,169,0.25273474422860737,0.3046283445187977,0.9692082469194604,0.9538583267566769,0.8725601922997759,0.811853864895446
v2_yaw_correction-epsV1,3ch_run1,3,1,170,0.25256731379623254,0.3113014187131609,0.9691227732424652,0.9507500049679778,0.8724099013431013,0.8032755622906345
