Class,IoU,Precision,Recall,F1-Score,Support
Background,0.28164380649480086,0.3192391181481409,0.705151072510918,0.439504026107028,668851.0
Ashlar,0.8457173808928765,0.9856143257977149,0.856287209034349,0.916410485860794,9919298.0
Polygonal,0.6155007050609852,0.6785956017911673,0.8687630890408351,0.7619937312720022,1838370.0
Quarry,0.5589128907178137,0.7725763960224453,0.6689781198567141,0.7170546783540391,165264.0
