run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1
3ch_run1,3,1,base,42,v2_yaw_corrected,wall1,0.8882163509857661,0.6119586619826717,0.4902672872002238,0.6634807667228872,0.940799342746992,0.759273393810207,0.6579588660518645,0.7860105342030211
3ch_run1,3,1,base,42,v2_yaw_corrected,wall2,0.9510771936487682,0.0,0.0531333202767294,0.3347368379751658,0.974925232835232,0.0,0.100905211626516,0.358610148153916
3ch_run1,3,1,base,42,v2_yaw_corrected,wall3,0.0,0.8558590888957986,0.2595871085677952,0.3718153991545312,0.0,0.9223319744658188,0.41217809677801,0.4448366904146096
3ch_run1,3,1,base,42,v2_yaw_corrected,wall4,0.6914131878846198,0.0044454151181823,0.0899706569676523,0.2619430866568181,0.8175568132460189,0.008851481725683,0.1650882184626048,0.3304988378114356
3ch_run1,3,1,base,42,v2_yaw_corrected,AllWalls,0.6326766831297885,0.3680657914991631,0.2232395932531001,0.4079940226273506,,,,0.4799890526457456
3ch_run2,3,2,base,42,v2_yaw_corrected,wall1,0.8969357784096155,0.6245536042963182,0.5628638071254592,0.6947843966104643,0.945668049090838,0.7688925778067459,0.7202979614208639,0.8116195294394827
3ch_run2,3,2,base,42,v2_yaw_corrected,wall2,0.9350961236270332,0.0,0.012906954344057,0.3160010259903634,0.966459611189074,0.0,0.0254849752757702,0.3306481954882814
3ch_run2,3,2,base,42,v2_yaw_corrected,wall3,0.0,0.8328267170277656,0.2496562683525063,0.3608276617934239,0.0,0.9087893681278644,0.399559902470849,0.4361164235329045
3ch_run2,3,2,base,42,v2_yaw_corrected,wall4,0.7901756353396879,0.0038420586480024,0.0575265478011906,0.2838480805962936,0.8827911851115672,0.0076547074610063,0.1087945223139785,0.3330801382955173
3ch_run2,3,2,base,42,v2_yaw_corrected,AllWalls,0.6555518843440842,0.3653055949930215,0.2207383944058032,0.4138652912476363,,,,0.4778660716890464
3ch_run3,3,3,base,42,v2_yaw_corrected,wall1,0.8470449721311119,0.5956500950558726,0.6413922676823525,0.694695778289779,0.917189332053778,0.7465923724775206,0.7815222239203051,0.8151013094838678
3ch_run3,3,3,base,42,v2_yaw_corrected,wall2,0.9197409185072368,0.0,0.0498268093861499,0.3231892426311289,0.9581927536580448,0.0,0.0949238654236396,0.3510388730272281
