run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1
4ch_run4,4,4,base,42,v6_stress_bright080,wall1,0.8242452717143025,0.46950993694062615,0.29937233451741013,0.5310425143907797,0.9036561963400157,0.639002057948787,0.46079530333943536,0.6678178525427461
4ch_run4,4,4,base,42,v6_stress_bright080,wall2,0.9116053030339648,,0.04041569455561043,0.47601049879478763,0.9537589183155428,,0.07769143577341567,0.5157251770444793
4ch_run4,4,4,base,42,v6_stress_bright080,wall3,,0.8441622025205936,0.26741848351169456,0.555790343016144,,0.9154966969465007,0.42198924347504524,0.668742970210773
4ch_run4,4,4,base,42,v6_stress_bright080,wall4,0.9229705713890628,0.12339270096627114,0.06123191288632256,0.3691983950805522,0.9599424818262846,0.21967865886993312,0.11539779786641532,0.43167297952087774
4ch_run4,4,4,base,42,v6_stress_bright080,AllWalls,0.8862737153791101,0.47902161347583033,0.16710960636775943,0.5108016450742333,,,,0.570989744829719
