Class,IoU,Precision,Recall,F1-Score,Support
Background,0.31886032617661614,0.38590874125468966,0.6472981276846412,0.4835391888707337,668851.0
Ashlar,0.831713755380692,0.9693589264246295,0.8541700229189606,0.9081263411791476,9919298.0
Polygonal,0.5433223260732775,0.601576849939776,0.8487306690165745,0.7040944291341514,1838370.0
Quarry,0.4254045246125279,0.6620274812761692,0.5434214347952367,0.59688953874784,165264.0
