Class,IoU,Precision,Recall,F1-Score,Support
Background,0.46303357968995906,0.5346681145142994,0.775583721037233,0.6329773781242718,369483.0
Ashlar,,,,,0.0
Polygonal,0.8120573091506557,0.9770479399359198,0.8278495550516454,0.8962821485279423,4083620.0
Quarry,0.21970239444066772,0.24315178428120485,0.6949491088068046,0.36025574015769485,104635.0
