Class,IoU,Precision,Recall,F1-Score,Support
Background,0.4273066563882243,0.44512714881518056,0.9143353815283597,0.5987594249290712,1193083.0
Ashlar,0.9242586868727173,0.9947358009642704,0.9288016695529414,0.9606387053653495,30351119.0
Polygonal,0.0933510433590524,0.0969927062833602,0.7131652972680895,0.1707613376802646,125846.0
Quarry,0.06809898331095339,0.30473971426819546,0.08062553736839544,0.12751436781609196,61643.0
