run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1
7ch_run3,7,3,base,42,v6_stress_none,wall1,0.8657793210607502,0.6312135112513515,0.5457927377923121,0.6809285233681379,0.9280618680761552,0.773918934458959,0.706165483183481,0.8027154285728652
7ch_run3,7,3,base,42,v6_stress_none,wall2,0.9587485348864995,,0.03898039757358104,0.49886446623004027,0.9789398871887908,,0.0750358672109989,0.5269878771998948
7ch_run3,7,3,base,42,v6_stress_none,wall3,,0.8648095277902313,0.3744509534485668,0.6196302406193991,,0.9275044071820208,0.5448735038657443,0.7361889555238825
7ch_run3,7,3,base,42,v6_stress_none,wall4,0.9049084208774588,0.0837024167518885,0.07155218486753366,0.353387674165627,0.9500807607965012,0.15447491019308487,0.13354867056965408,0.4127014471864134
7ch_run3,7,3,base,42,v6_stress_none,AllWalls,0.9098120922749029,0.5265751519311571,0.2576940684204984,0.5646937708755195,,,,0.619648427120764
