Class,IoU,Precision,Recall,F1-Score,Support
Background,0.3335409094568138,0.403998760045882,0.6566514814211237,0.5002334867892035,668851.0
Ashlar,0.902644138189055,0.97258309601093,0.9262119153996583,0.9488312817636992,9919298.0
Polygonal,0.6615262388062843,0.7732747831274543,0.8207118262373734,0.7962874414569038,1838370.0
Quarry,0.3483178324118576,0.65682577610185,0.42580961370897474,0.5166702153434997,165264.0
