Class,IoU,Precision,Recall,F1-Score,Support
Background,0.2537412723840175,0.2990462412680414,0.6261514148891159,0.4047745383726943,668851.0
Ashlar,0.7581682842679612,0.9785605521632537,0.7709748210004377,0.8624524637965876,9919298.0
Polygonal,0.4784753095374218,0.5103487257578259,0.8845428287015128,0.6472550558685013,1838370.0
Quarry,0.4965726732306189,0.6204792638372693,0.713192225772098,0.663613177111778,165264.0
