Class,IoU,Precision,Recall,F1-Score,Support
Background,0.2888001106750577,0.3000199104003581,0.8853550004484181,0.44816897249300786,1193083.0
Ashlar,0.9097588161195694,0.9908891260164265,0.9174330607052742,0.9527473400731349,30351119.0
Polygonal,0.09417140934705207,0.186056387437455,0.160148117540486,0.17213282771343652,125846.0
Quarry,0.02024546821687877,0.863448275862069,0.020310497542300018,0.039687445516935316,61643.0
