run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1
3ch_frac50_run2,3,2,base,42,v5_fractioning_frac50,wall1,0.831713755380692,0.5433223260732775,0.4254045246125279,0.6001468686888325,0.9081263411791476,0.7040944291341514,0.59688953874784,0.7363701030203798
3ch_frac50_run2,3,2,base,42,v5_fractioning_frac50,wall2,0.9373425135970198,,0.0,0.4686712567985099,0.9676580233163595,,0.0,0.48382901165817976
3ch_frac50_run2,3,2,base,42,v5_fractioning_frac50,wall3,,0.8426072423718559,0.2641789383879224,0.5533930903798892,,0.9145814940868551,0.4179454828203398,0.6662634884535974
3ch_frac50_run2,3,2,base,42,v5_fractioning_frac50,wall4,0.8391285774527659,0.02798473282881838,0.08211372524112401,0.3164090118409028,0.9125284525946279,0.054445814096498735,0.15176542599129655,0.372913230894141
3ch_frac50_run2,3,2,base,42,v5_fractioning_frac50,AllWalls,0.8693949488101592,0.47130476709131724,0.19292429706039357,0.5112080043206233,,,,0.5648439585065745
