Class,IoU,Precision,Recall,F1-Score,Support
Background,0.40308977423057507,0.42301009494650793,0.8953936985104975,0.5745744593593393,1193083.0
Ashlar,0.9176983195964815,0.9934249371899379,0.9233063532188055,0.9570830930170309,30351119.0
Polygonal,0.06738773104330699,0.07117628658401404,0.5586987270155587,0.12626663972882574,125846.0
Quarry,0.06351813417347289,0.44386477462437396,0.06901026880586604,0.11944908531876956,61643.0
