Class,IoU,Precision,Recall,F1-Score,Support
Background,0.4054988118256557,0.42009576145649163,0.9210742253472726,0.5770176515466959,1193083.0
Ashlar,0.9059124583790912,0.9954123565126641,0.9097106436174561,0.9506338598043864,30351119.0
Polygonal,0.07311204614091728,0.07440344897464991,0.8081464647267295,0.13626171918177585,125846.0
Quarry,0.005821044461691983,0.03842986549547077,0.00681342569310384,0.011574712010141652,61643.0
