Class,IoU,Precision,Recall,F1-Score,Support
Background,0.39111004571069435,0.4058815764275847,0.9148692924130174,0.5622992184071001,1193083.0
Ashlar,0.9221274755400213,0.9955182276829885,0.9259715267829169,0.9594862851444853,30351119.0
Polygonal,0.12233763940081992,0.12610776994547035,0.8036171193363317,0.2180050549959851,125846.0
Quarry,0.04706693866768422,0.3305844758272343,0.05202537189948575,0.08990244449428123,61643.0
