Class,IoU,Precision,Recall,F1-Score,Support
Background,0.3777092713382817,0.40036315343116713,0.8697114953444144,0.5483149154848639,1193083.0
Ashlar,0.9391428268371589,0.9906922507790161,0.9475030558181397,0.968616456549463,30351119.0
Polygonal,0.31525194290341685,0.5682942240233566,0.4145225116412123,0.479378790663481,125846.0
Quarry,0.054588332323870156,0.20978605388272584,0.06871826484759015,0.10352538644834118,61643.0
