Class,IoU,Precision,Recall,F1-Score,Support
Background,0.2915438222916777,0.3394350944521594,0.6738795337078064,0.45146562936497325,668851.0
Ashlar,0.8778471585249824,0.9492927704313535,0.9210353393959936,0.9349505943971678,9919298.0
Polygonal,0.5216498302385044,0.752664991454859,0.6295713050147685,0.6856371549776872,1838370.0
Quarry,0.24895971007318224,0.5217731752914346,0.322562687578662,0.3986673197946386,165264.0
