Class,IoU,Precision,Recall,F1-Score,Support
Background,0.42432318792266727,0.4588925479169884,0.8492317801862905,0.5958243066189632,1193083.0
Ashlar,0.9492436546812706,0.990738602042605,0.9577421840690619,0.9739610052356288,30351119.0
Polygonal,0.3071735739462413,0.4015829648198744,0.5664621839391002,0.469981309397055,125846.0
Quarry,0.07589356758649225,0.7996311200536552,0.07736482650098146,0.14108006567367284,61643.0
