Class,IoU,Precision,Recall,F1-Score,Support
Background,0.34630635252851777,0.3888414204346387,0.7599510667608523,0.5144540124587761,369483.0
Ashlar,,,,,0.0
Polygonal,0.8197539289907736,0.9705862062530853,0.8406377184948649,0.9009503053474983,4083620.0
Quarry,0.2555184988672444,0.3135573951777096,0.5799111196062503,0.4070326308975593,104635.0
