Class,IoU,Precision,Recall,F1-Score,Support
Background,0.4157840721643059,0.4599135949995404,0.812497462670813,0.5873552052732134,369483.0
Ashlar,,,,,0.0
Polygonal,0.8330080115061194,0.9794129652747073,0.8478536200723867,0.9088972948041459,4083620.0
Quarry,0.2616970129528904,0.30738511001893143,0.6377693888278301,0.41483337166727796,104635.0
