Class,IoU,Precision,Recall,F1-Score,Support
Background,0.252610541732553,0.28673515722556475,0.6797522916165185,0.4033345294749855,668851.0
Ashlar,0.8634720223140544,0.9786753215827204,0.8800293125582073,0.9267346243726238,9919298.0
Polygonal,0.6899294868880909,0.7924463978033925,0.8420992509668892,0.8165186680759762,1838370.0
Quarry,0.5445228346782751,0.7902078466426795,0.6365451641010746,0.7051016954264706,165264.0
