Class,IoU,Precision,Recall,F1-Score,Support
Background,0.496205075898482,0.5636052837817884,0.8057989136171353,0.6632848449608517,369483.0
Ashlar,,,,,0.0
Polygonal,0.890240469858422,0.9779207092955334,0.9085010358456468,0.9419335624795934,4083620.0
Quarry,0.34968449790094525,0.4313344261878439,0.6487886462464758,0.5181722075711489,104635.0
