Class,IoU,Precision,Recall,F1-Score,Support
Background,0.4479291684610848,0.536209575780736,0.7312328833731142,0.6187169624287095,3496235.0
Ashlar,0.9591620620408366,0.9868468305511382,0.9715829470361568,0.9791554059001005,79939535.0
Polygonal,,,,,0.0
Quarry,0.05136162579750912,0.19874196474346334,0.06477464797784076,0.09770496570777694,155601.0
