experiment,run_id,channels,run_number,wall,kernel_radius,gap_iou,gap_precision,gap_recall,gap_f1,gap_tp,gap_fp,gap_fn,gt_gap_pixels,pred_gap_pixels,gap_ratio,n_stones,mean_coverage,mean_separation,mean_wrong_class_coverage,detected_c90_s90,merged_c90_s90,undetected_c90_s90,detection_rate_c90_s90,merge_rate_c90_s90,detected_c70_s70,merged_c70_s70,undetected_c70_s70,detection_rate_c70_s70,merge_rate_c70_s70,detected_c50_s50,merged_c50_s50,undetected_c50_s50,detection_rate_c50_s50,merge_rate_c50_s50,Ashlar_n,Ashlar_detection_rate_c90_s90,Ashlar_merge_rate_c90_s90,Ashlar_mean_coverage,Ashlar_mean_separation,Polygonal_n,Polygonal_detection_rate_c90_s90,Polygonal_merge_rate_c90_s90,Polygonal_mean_coverage,Polygonal_mean_separation,Quarry_n,Quarry_detection_rate_c90_s90,Quarry_merge_rate_c90_s90,Quarry_mean_coverage,Quarry_mean_separation
v8_coslr_ens,7ch_run1,7,1,wall1,45,0.4312701720676708,0.5986057495866074,0.606728553893169,0.6026397817606167,405811,272116,263040,668851,677927,1.0135695394041424,179,0.7708989444578915,0.4632844453968317,0.06765615213941274,23,85,71,0.12849162011173185,0.4748603351955307,41,91,47,0.22905027932960895,0.5083798882681564,61,84,34,0.3407821229050279,0.4692737430167598,83.0,0.13253012048192772,0.5662650602409639,0.8254810711590981,0.4055188928684178,46.0,0.15217391304347827,0.6304347826086957,0.8373183130464743,0.33930913333328405,50,0.1,0.18,0.6191867950323924,0.6902331337066826
v8_coslr_ens,7ch_run1,7,1,wall2,45,0.5033511266113493,0.6928349325062674,0.6479455757407612,0.6696388058669105,2265370,1004341,1230865,3496235,3269711,0.935209160711451,105,0.8980001216963588,0.487438900379688,0.0250550948012509,28,60,17,0.26666666666666666,0.5714285714285714,34,63,8,0.3238095238095238,0.6,43,54,8,0.4095238095238095,0.5142857142857142,97.0,0.28865979381443296,0.6185567010309279,0.9711538776857568,0.49246404368257146,,,,,,8,0.0,0.0,0.011010830324909748,0.0
v8_coslr_ens,7ch_run1,7,1,wall3,45,0.5664259840325648,0.6904396237281628,0.7592419678307256,0.7232081053384636,280527,125775,88956,369483,406302,1.099650051558529,202,0.7573738134813377,0.6656339406838058,0.10180926326845315,69,62,71,0.3415841584158416,0.3069306930693069,91,59,52,0.4504950495049505,0.29207920792079206,109,52,41,0.5396039603960396,0.25742574257425743,,,,,,151.0,0.3708609271523179,0.3841059602649007,0.8249258132586217,0.6608875686712715,51,0.2549019607843137,0.0784313725490196,0.5573669121799667,0.6841063074352907
v8_coslr_ens,7ch_run1,7,1,wall4,45,0.4472870510717524,0.4803407519379593,0.8666672813207463,0.6181041290192227,1034006,1118645,159077,1193083,2152651,1.804275980799324,177,0.8463263414672586,0.8573924737759904,0.05210255314546047,109,26,42,0.615819209039548,0.14689265536723164,130,24,23,0.7344632768361582,0.13559322033898305,138,21,18,0.7796610169491526,0.11864406779661017,168.0,0.6488095238095238,0.15476190476190477,0.8870231713858555,0.8557715072981379,1.0,0.0,0.0,0.7432417399043275,0.9806234499198121,8,0.0,0.0,0.004578488372093023,1.0
v8_coslr_ens,7ch_run1,7,1,AllWalls,45,0.48320300504489955,0.6125656276842973,0.6958722352545161,0.6515669175444693,3985714,2520877,1741938,5727652,6506591,1.1359962162505683,663,0.8070440371025871,0.631966719946432,0.06716268367128245,229,233,201,0.3453996983408748,0.3514328808446455,296,237,130,0.4464555052790347,0.3574660633484163,351,211,101,0.5294117647058824,0.31825037707390647,348.0,0.42528735632183906,0.382183908045977,0.8957952523981243,0.6453880135548522,198.0,0.3181818181818182,0.4393939393939394,0.8273923330408789,0.5851133689629003,117,0.15384615384615385,0.1111111111111111,0.5086304856613156,0.6830900885366253
v2_yaw_correction-epsV1,3ch_run1,3,1,wall1,45,0.41046004883141446,0.5774761688205609,0.5866418679197609,0.5820229352422798,392376,287091,276475,668851,679467,1.0158719954070488,179,0.7366256945268902,0.6412880600020956,0.09744177159312827,44,52,83,0.24581005586592178,0.2905027932960894,69,55,55,0.3854748603351955,0.30726256983240224,95,47,37,0.5307262569832403,0.26256983240223464,83.0,0.2289156626506024,0.39759036144578314,0.7758769492703312,0.5705532256195791,46.0,0.5217391304347826,0.13043478260869565,0.8179157808561021,0.8401683048866804,50,0.02,0.26,0.5966817322299028,0.567526201113211
v2_yaw_correction-epsV1,3ch_run1,3,1,wall2,45,0.4135437491933891,0.6170552153078172,0.5563210138906567,0.5851163070536299,1945029,1207086,1551206,3496235,3152115,0.901574121876819,105,0.8979774917427734,0.37055515757667407,0.050335151646957024,18,74,13,0.17142857142857143,0.7047619047619048,23,74,8,0.21904761904761905,0.7047619047619048,28,69,8,0.26666666666666666,0.6571428571428571,97.0,0.18556701030927836,0.7628865979381443,0.9720374910617652,0.37055515757667407,,,,,,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,3ch_run1,3,1,wall3,45,0.4968489647345547,0.5826602145393659,0.7713561923011343,0.6638598501788909,285003,204138,84480,369483,489141,1.3238525182484715,202,0.6996915691799179,0.912605332059656,0.08954764885864726,97,19,86,0.4801980198019802,0.09405940594059406,127,12,63,0.6287128712871287,0.0594059405940594,146,7,49,0.7227722772277227,0.034653465346534656,,,,,,151.0,0.5960264900662252,0.09933774834437085,0.7960491172478177,0.9172963731866218,51,0.13725490196078433,0.0784313725490196,0.4143976523514299,0.8901206866579918
v2_yaw_correction-epsV1,3ch_run1,3,1,wall4,45,0.3741350915528908,0.4408728504821574,0.711944600669023,0.5445390250969954,849409,1077244,343674,1193083,1926653,1.61485244530347,177,0.7916712653752573,0.8217910814320565,0.11709253181077871,76,24,77,0.4293785310734463,0.13559322033898305,108,29,40,0.6101694915254238,0.1638418079096045,125,28,24,0.7062146892655368,0.15819209039548024,168.0,0.4523809523809524,0.14285714285714285,0.8240016413510775,0.819167581639288,1.0,0.0,0.0,0.48751648840646505,0.9940591465306843,8,0.0,0.0,0.1507527170041319,0.9534075316825117
v2_yaw_correction-epsV1,3ch_run1,3,1,AllWalls,45,0.40829481945114615,0.5557240351789295,0.6061501292327117,0.5798428195742006,3471817,2775559,2255835,5727652,6247376,1.0907394513493487,663,0.7656216393651107,0.7243300946555417,0.09282243022331073,235,169,259,0.35444947209653094,0.2549019607843137,327,170,166,0.49321266968325794,0.2564102564102564,394,151,118,0.5942684766214178,0.2277526395173454,348.0,0.32471264367816094,0.3764367816091954,0.8537864918661198,0.6339450241677238,198.0,0.5757575757575758,0.10606060606060606,0.7995710056172102,0.8992698936656796,117,0.06837606837606838,0.1452991452991453,0.4459349454483002,0.7101600425489468
v2_yaw_correction-epsV1,3ch_run2,3,2,wall1,45,0.39097745168025505,0.5809615565597579,0.5445413103964859,0.562162170505305,364217,262704,304634,668851,626921,0.9373104024663191,179,0.7389700899151248,0.6816318321521149,0.08172569249468373,48,53,78,0.2681564245810056,0.29608938547486036,81,44,54,0.45251396648044695,0.24581005586592178,97,43,39,0.5418994413407822,0.24022346368715083,83.0,0.37349397590361444,0.3132530120481928,0.829314015232521,0.6508915347442888,46.0,0.30434782608695654,0.43478260869565216,0.8302686794051047,0.6671707757896022,50,0.06,0.14,0.5050044715574659,0.766955909649204
v2_yaw_correction-epsV1,3ch_run2,3,2,wall2,45,0.41730533825808686,0.7050347631475137,0.5055721368843914,0.5888714689679618,1767599,739510,1728636,3496235,2507109,0.7170882392058886,105,0.9034993377782725,0.31731465473169895,0.05418688993736162,16,75,14,0.1523809523809524,0.7142857142857143,20,77,8,0.19047619047619047,0.7333333333333333,20,77,8,0.19047619047619047,0.7333333333333333,97.0,0.16494845360824742,0.7731958762886598,0.9780147470795733,0.31731465473169895,,,,,,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,3ch_run2,3,2,wall3,45,0.5017619863567295,0.5986691954096885,0.7560835004587492,0.6682310391595445,279360,187275,90123,369483,466635,1.2629403788536955,202,0.7071362281473504,0.8680281303715065,0.10162707166429284,101,22,79,0.5,0.10891089108910891,127,14,61,0.6287128712871287,0.06930693069306931,140,8,54,0.693069306930693,0.039603960396039604,,,,,,151.0,0.6291390728476821,0.11920529801324503,0.8018458224791073,0.8622086962066337,51,0.11764705882352941,0.0784313725490196,0.42672154689058006,0.8943094459548032
v2_yaw_correction-epsV1,3ch_run2,3,2,wall4,45,0.3955048924222784,0.479998000061626,0.6920071780420977,0.5668269521230728,825622,894431,367461,1193083,1720053,1.4416876277677244,177,0.7056081720332368,0.7197790656768903,0.2176539033689264,62,15,100,0.3502824858757062,0.0847457627118644,89,18,70,0.5028248587570622,0.1016949152542373,113,22,42,0.6384180790960452,0.12429378531073447,168.0,0.36904761904761907,0.08928571428571429,0.7301049662191559,0.7201943540108227,1.0,0.0,0.0,0.6716939751760088,0.9960784744496683,8,0.0,0.0,0.19541476873609046,0.60525369272029
v2_yaw_correction-epsV1,3ch_run2,3,2,AllWalls,45,0.4143593632626058,0.6083385738541303,0.5651177829937992,0.5859322234863605,3236798,2083920,2490854,5727652,5320718,0.9289527366536934,663,0.7464211781254504,0.6864349168269027,0.11971633751502034,227,165,271,0.34238310708898945,0.248868778280543,317,153,193,0.4781297134238311,0.23076923076923078,370,150,143,0.5580693815987934,0.22624434389140272,348.0,0.3132183908045977,0.3333333333333333,0.8228681840684943,0.5889270167382984,198.0,0.5505050505050505,0.1919191919191919,0.8077917799098789,0.816544919341194,117,0.07692307692307693,0.09401709401709402,0.41518239845454363,0.8157284867574692
