experiment,run_id,channels,run_number,wall,kernel_radius,gap_iou,gap_precision,gap_recall,gap_f1,gap_tp,gap_fp,gap_fn,gt_gap_pixels,pred_gap_pixels,gap_ratio,n_stones,mean_coverage,mean_separation,mean_wrong_class_coverage,detected_c90_s90,merged_c90_s90,undetected_c90_s90,detection_rate_c90_s90,merge_rate_c90_s90,detected_c70_s70,merged_c70_s70,undetected_c70_s70,detection_rate_c70_s70,merge_rate_c70_s70,detected_c50_s50,merged_c50_s50,undetected_c50_s50,detection_rate_c50_s50,merge_rate_c50_s50,Ashlar_n,Ashlar_detection_rate_c90_s90,Ashlar_merge_rate_c90_s90,Ashlar_mean_coverage,Ashlar_mean_separation,Polygonal_n,Polygonal_detection_rate_c90_s90,Polygonal_merge_rate_c90_s90,Polygonal_mean_coverage,Polygonal_mean_separation,Quarry_n,Quarry_detection_rate_c90_s90,Quarry_merge_rate_c90_s90,Quarry_mean_coverage,Quarry_mean_separation
v2_yaw_correction-epsV1,3ch_run5,3,5,wall1,45,0.40774221016401313,0.5984785200961605,0.5612849498617779,0.5792853367897633,375416,251868,293435,668851,627284,0.9378531242384328,179,0.7804195746090707,0.5780552091812,0.08644742556782954,34,69,76,0.18994413407821228,0.3854748603351955,70,67,42,0.39106145251396646,0.3743016759776536,91,60,28,0.5083798882681564,0.33519553072625696,83.0,0.1686746987951807,0.5180722891566265,0.8441395286090122,0.4731226323391768,46.0,0.41304347826086957,0.2608695652173913,0.8176760142317963,0.7218254498246444,50,0.02,0.28,0.6403685265162605,0.6361896796586728
v2_yaw_correction-epsV1,3ch_run5,3,5,wall2,45,0.38901080542651717,0.7138420100164135,0.460882063133628,0.5601263919715375,1611352,645943,1884883,3496235,2257295,0.6456359483844765,105,0.9047419736908835,0.25439756690172316,0.05253060312234531,9,82,14,0.08571428571428572,0.780952380952381,14,83,8,0.13333333333333333,0.7904761904761904,16,81,8,0.1523809523809524,0.7714285714285715,97.0,0.09278350515463918,0.845360824742268,0.9793598684282759,0.25439756690172316,,,,,,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,3ch_run5,3,5,wall3,45,0.49889233198128974,0.5680045893488861,0.8039287328510378,0.6656813452662553,297038,225912,72445,369483,522950,1.415356051563942,202,0.7125592397109969,0.8992884731604609,0.10377567927958732,104,15,83,0.5148514851485149,0.07425742574257425,135,7,60,0.6683168316831684,0.034653465346534656,152,4,46,0.7524752475247525,0.019801980198019802,,,,,,151.0,0.6357615894039735,0.08609271523178808,0.7990435766659205,0.9060105579766076,51,0.1568627450980392,0.0392156862745098,0.45649777147190945,0.8709742371166918
v2_yaw_correction-epsV1,3ch_run5,3,5,wall4,45,0.3785342497963531,0.4689579273049803,0.6625230600050458,0.5491836707753512,790445,895090,402638,1193083,1685535,1.4127558602377202,177,0.7420090511200753,0.7431650751179443,0.18442648616237386,64,21,92,0.3615819209039548,0.11864406779661017,96,26,55,0.5423728813559322,0.14689265536723164,119,21,37,0.672316384180791,0.11864406779661017,168.0,0.38095238095238093,0.125,0.7682372799563281,0.7443285059589868,1.0,0.0,0.0,0.6297299874449724,0.928597671896983,8,0.0,0.0,0.20525112851815344,0.6173655132675885
v2_yaw_correction-epsV1,3ch_run5,3,5,AllWalls,45,0.396858567101252,0.6036152304388871,0.5367384401147276,0.5682158186205054,3074251,2018813,2653401,5727652,5093064,0.8892062576427479,663,0.769178853035356,0.6634692313703641,0.11251278698296314,211,187,265,0.31825037707390647,0.28205128205128205,315,183,165,0.4751131221719457,0.27601809954751133,378,166,119,0.5701357466063348,0.25037707390648567,348.0,0.25,0.41954022988505746,0.8451877906458445,0.5413331766865265,198.0,0.5808080808080808,0.12626262626262627,0.802517205649806,0.8620890490376618,117,0.07692307692307693,0.13675213675213677,0.48668223674380884,0.7360782237747945
v2_yaw_correction-epsV1,4ch_run1,4,1,wall1,45,0.3269498416788725,0.5034258272908904,0.48258281739879283,0.4927840245494309,322776,318383,346075,668851,641159,0.9585976547840999,179,0.7164358050016983,0.3489156105376856,0.057428657669702655,10,88,81,0.055865921787709494,0.49162011173184356,27,100,52,0.15083798882681565,0.5586592178770949,37,96,46,0.20670391061452514,0.5363128491620112,83.0,0.04819277108433735,0.7349397590361446,0.9164331906876548,0.1900649672871642,46.0,0.10869565217391304,0.4782608695652174,0.72905766513202,0.40990656338144915,50,0.02,0.1,0.3728280334431154,0.7173285182342021
v2_yaw_correction-epsV1,4ch_run1,4,1,wall2,45,0.46297441403527784,0.7012848070007026,0.5767037970845781,0.6329220929548175,2016292,858848,1479943,3496235,2875140,0.822353188501345,105,0.9023173596284946,0.3896092196887506,0.030502199456501265,19,70,16,0.18095238095238095,0.6666666666666666,25,73,7,0.23809523809523808,0.6952380952380952,34,64,7,0.3238095238095238,0.6095238095238096,97.0,0.1958762886597938,0.711340206185567,0.9674245031904177,0.384697990582718,,,,,,8,0.0,0.125,0.11289324394017534,0.8659984429739198
v2_yaw_correction-epsV1,4ch_run1,4,1,wall3,45,0.45527822590920586,0.6228115103360802,0.6285999626505143,0.625692349137931,232257,140660,137226,369483,372917,1.0092940676566986,202,0.6476069743154155,0.4713680469004764,0.1786377228274947,41,64,97,0.20297029702970298,0.31683168316831684,56,69,77,0.27722772277227725,0.3415841584158416,64,71,67,0.31683168316831684,0.35148514851485146,,,,,,151.0,0.2185430463576159,0.3973509933774834,0.7372673902255557,0.4677694909448532,51,0.1568627450980392,0.0784313725490196,0.38214182132656876,0.49046807466493764
v2_yaw_correction-epsV1,4ch_run1,4,1,wall4,45,0.43557962114292303,0.4931654333101653,0.7885972727798485,0.6068345004732519,940862,966940,252221,1193083,1907802,1.599052203409151,177,0.8927673339805877,0.7391443343228775,0.033498005003050446,102,48,27,0.576271186440678,0.2711864406779661,111,51,15,0.6271186440677966,0.288135593220339,119,46,12,0.672316384180791,0.2598870056497175,168.0,0.6071428571428571,0.2857142857142857,0.9379369962401811,0.7435440029795612,1.0,0.0,0.0,0.4464027462136262,0.0,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,4ch_run1,4,1,AllWalls,45,0.4383394011569198,0.6058609788687909,0.6131983926397763,0.6095076041222872,3512187,2284831,2215465,5727652,5797018,1.012110721810613,663,0.7719785200340481,0.5030574385856299,0.08370501894796874,172,270,221,0.2594268476621418,0.4072398190045249,219,293,151,0.33031674208144796,0.4419306184012066,254,277,132,0.38310708898944196,0.4177978883861237,348.0,0.35919540229885055,0.5114942528735632,0.941027433922116,0.5115129019308178,198.0,0.1919191919191919,0.41414141414141414,0.7338910670017448,0.4519908824946065,117,0.07692307692307693,0.08547008547008547,0.3336220556524118,0.6146552752331099
v2_yaw_correction-epsV1,4ch_run2,4,2,wall1,45,0.3371507460464882,0.5300936150575205,0.48086793620701773,0.5042823287401683,321629,285111,347222,668851,606740,0.9071377631191402,179,0.7020135920509216,0.3374277366239471,0.07342584339653134,10,90,79,0.055865921787709494,0.5027932960893855,21,99,59,0.11731843575418995,0.553072625698324,33,98,48,0.18435754189944134,0.547486033519553,83.0,0.024096385542168676,0.7590361445783133,0.9146132198483488,0.21916573483572646,46.0,0.10869565217391304,0.5217391304347826,0.6988048452632225,0.34618608965441855,50,0.06,0.06,0.35205025695187603,0.6754781661669275
v2_yaw_correction-epsV1,4ch_run2,4,2,wall2,45,0.47745504553469054,0.7125656953061266,0.5913455474245868,0.6463209110526943,2067483,833980,1428752,3496235,2901463,0.8298821446498876,105,0.8953908456440302,0.4172348090999527,0.0522133054283632,21,67,17,0.2,0.638095238095238,27,70,8,0.2571428571428571,0.6666666666666666,35,62,8,0.3333333333333333,0.5904761904761905,97.0,0.21649484536082475,0.6907216494845361,0.9692375133260122,0.4172348090999527,,,,,,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,4ch_run2,4,2,wall3,45,0.4561009910944288,0.6218992780428481,0.631106167266153,0.626468897259133,233183,141770,136300,369483,374953,1.0148044700297443,202,0.6377283625093144,0.4915025667139283,0.17171073540834617,39,59,104,0.19306930693069307,0.29207920792079206,53,69,80,0.2623762376237624,0.3415841584158416,66,66,70,0.32673267326732675,0.32673267326732675,,,,,,151.0,0.2119205298013245,0.36423841059602646,0.7213452030173165,0.4752294064341672,51,0.13725490196078433,0.0784313725490196,0.3901569327699353,0.5652742266488445
v2_yaw_correction-epsV1,4ch_run2,4,2,wall4,45,0.4328143913860524,0.4811714420741752,0.8115579553140896,0.60414579025461,968256,1044033,224827,1193083,2012289,1.6866295136214329,177,0.8915080384260298,0.7798759131883709,0.024988143062886256,102,48,27,0.576271186440678,0.2711864406779661,115,47,15,0.6497175141242938,0.2655367231638418,128,38,11,0.7231638418079096,0.21468926553672316,168.0,0.6071428571428571,0.2857142857142857,0.9379360273888182,0.7845180317192542,1.0,0.0,0.0,0.22367020008581917,0.0,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,4ch_run2,4,2,AllWalls,45,0.4470003657619888,0.6090381642098264,0.626880089781991,0.617830342463803,3590551,2304894,2137101,5727652,5895445,1.0292952504796031,663,0.7636418156832985,0.5228333106625355,0.08708007980780398,172,264,227,0.2594268476621418,0.39819004524886875,216,285,162,0.3257918552036199,0.4298642533936652,262,264,137,0.3951734539969834,0.39819004524886875,348.0,0.35919540229885055,0.5114942528735632,0.9410982432222917,0.5473033385140672,198.0,0.18686868686868688,0.398989898989899,0.7135950441303477,0.44338216305775974,117,0.08547008547008547,0.05982905982905983,0.320517234349235,0.6184761284851604
v2_yaw_correction-epsV1,4ch_run3,4,3,wall1,45,0.3688320529537754,0.5518842569303075,0.5265133789139883,0.5389003744584737,352159,285944,316692,668851,638103,0.954028625209501,179,0.7382217782194437,0.3417207872749119,0.08642945034479,12,84,83,0.0670391061452514,0.4692737430167598,28,100,51,0.1564245810055866,0.5586592178770949,38,103,38,0.2122905027932961,0.5754189944134078,83.0,0.024096385542168676,0.7349397590361446,0.9095346924911089,0.20330908168013603,46.0,0.17391304347826086,0.41304347826086957,0.7636885966603898,0.4230780035751559,50,0.04,0.08,0.4304128675628088,0.6026240149700925
v2_yaw_correction-epsV1,4ch_run3,4,3,wall2,45,0.48460741062716545,0.695893363687633,0.6148079291008757,0.6528425052417667,2149513,939341,1346722,3496235,3088854,0.8834800864358374,105,0.8945699638764633,0.4883492062753109,0.06046238532152001,23,61,21,0.21904761904761905,0.580952380952381,36,61,8,0.34285714285714286,0.580952380952381,43,55,7,0.4095238095238095,0.5238095238095238,97.0,0.23711340206185566,0.6185567010309279,0.9556338140878518,0.4894955195345815,,,,,,8,0.0,0.125,0.15417078006338053,0.4327530132006887
v2_yaw_correction-epsV1,4ch_run3,4,3,wall3,45,0.4819730832222821,0.6600107542160148,0.6411580505733687,0.6504478234845115,236897,122032,132586,369483,358929,0.9714357629444386,202,0.681943131137839,0.47524907754862217,0.16581758605748667,40,79,83,0.19801980198019803,0.3910891089108911,53,80,69,0.2623762376237624,0.39603960396039606,71,70,61,0.35148514851485146,0.3465346534653465,,,,,,151.0,0.2119205298013245,0.5033112582781457,0.7929026675043412,0.48589458909340333,51,0.1568627450980392,0.058823529411764705,0.353415876405646,0.42532529926964874
v2_yaw_correction-epsV1,4ch_run3,4,3,wall4,45,0.4406847907769122,0.48434669116909956,0.830179459434088,0.6117712820987941,990473,1054494,202610,1193083,2044967,1.7140190581879047,177,0.89311158456661,0.7827020135609664,0.0292268926242543,100,48,29,0.5649717514124294,0.2711864406779661,117,47,13,0.6610169491525424,0.2655367231638418,130,38,9,0.7344632768361582,0.21468926553672316,168.0,0.5952380952380952,0.2857142857142857,0.9326615748749716,0.7802385410581492,1.0,0.0,0.0,0.733722168364509,0.9792674075952467,8,0.0,0.0,0.08248546511627906,1.0
v2_yaw_correction-epsV1,4ch_run3,4,3,AllWalls,45,0.4587070511299455,0.6082419526287778,0.6510594568245417,0.6289227857980412,3729042,2401811,1998610,5727652,6130853,1.0703955128558789,663,0.7871867382600943,0.5300910403911804,0.09123338529197939,175,272,216,0.26395173453996984,0.41025641025641024,234,288,141,0.35294117647058826,0.4343891402714932,282,266,115,0.4253393665158371,0.40120663650075417,348.0,0.35919540229885055,0.48563218390804597,0.9335488621329854,0.5615971094025136,198.0,0.20202020202020202,0.4797979797979798,0.7858166687267575,0.4730738554130775,117,0.08547008547008547,0.06837606837606838,0.3541718208227834,0.5206235508761929
v2_yaw_correction-epsV1,4ch_run4,4,4,wall1,45,0.33584105669983605,0.5321552776261242,0.47654260814441485,0.502815892677417,318736,280217,350115,668851,598953,0.8954954092914565,179,0.7085787692135119,0.26204285014464235,0.07959884624500457,9,91,79,0.05027932960893855,0.5083798882681564,21,104,54,0.11731843575418995,0.5810055865921788,30,104,45,0.16759776536312848,0.5810055865921788,83.0,0.03614457831325301,0.7590361445783133,0.9013247117545881,0.12070201413592163,46.0,0.08695652173913043,0.5434782608695652,0.7472997481090199,0.2753381752397054,50,0.04,0.06,0.35299720401145845,0.6758534329124634
v2_yaw_correction-epsV1,4ch_run4,4,4,wall2,45,0.4730487210495577,0.6742046672018832,0.6132267996859478,0.6422716564493631,2143985,1036036,1352250,3496235,3180021,0.9095558507937824,105,0.8915157405716261,0.5037004948332471,0.0558873981555829,28,59,18,0.26666666666666666,0.5619047619047619,37,60,8,0.3523809523809524,0.5714285714285714,43,54,8,0.4095238095238095,0.5142857142857142,97.0,0.28865979381443296,0.5979381443298969,0.9554800125565853,0.4999563892614271,,,,,,8,0.0,0.125,0.1159489427539969,0.866878735299788
v2_yaw_correction-epsV1,4ch_run4,4,4,wall3,45,0.44927672126664125,0.6175656334836161,0.6224562429123938,0.6200012939888824,229987,142422,139496,369483,372409,1.0079191735479034,202,0.6490867963623292,0.4731305749601527,0.14754646268148103,36,78,88,0.1782178217821782,0.38613861386138615,48,78,76,0.2376237623762376,0.38613861386138615,58,79,65,0.2871287128712871,0.3910891089108911,,,,,,151.0,0.18543046357615894,0.4768211920529801,0.7404284206046963,0.47487684775395406,51,0.1568627450980392,0.11764705882352941,0.3786439481153214,0.46500137402349134
v2_yaw_correction-epsV1,4ch_run4,4,4,wall4,45,0.4173219485373561,0.460208526798185,0.8174586344789089,0.5888880066635852,975296,1143952,217787,1193083,2119248,1.7762787668586344,177,0.8751755519088847,0.800518103248504,0.0309646826083793,111,34,32,0.6271186440677966,0.192090395480226,123,38,16,0.6949152542372882,0.21468926553672316,132,33,12,0.7457627118644068,0.1864406779661017,168.0,0.6607142857142857,0.20238095238095238,0.9211330476789947,0.8100480806681292,1.0,0.0,0.0,0.142348584778221,0.0,8,0.0,0.0,0.0016715116279069767,0.0
v2_yaw_correction-epsV1,4ch_run4,4,4,AllWalls,45,0.44032186677060875,0.5849497442920816,0.6404027339649825,0.6114214842240343,3668004,2602627,2059648,5727652,6270631,1.09479957930405,663,0.7639009924619947,0.5186209821256073,0.08356184700985571,184,262,217,0.277526395173454,0.3951734539969834,229,280,154,0.3453996983408748,0.42232277526395173,263,270,130,0.39668174962292607,0.4072398190045249,348.0,0.40804597701149425,0.4454022988505747,0.9259823686887664,0.5592014784019703,198.0,0.16161616161616163,0.4898989898989899,0.7390041843894054,0.42512684161152486,117,0.08547008547008547,0.08547008547008547,0.32394585632059447,0.562068297769268
v2_yaw_correction-epsV1,4ch_run5,4,5,wall1,45,0.3384651706568738,0.5215997991750926,0.49083727167934266,0.5057511813934858,328297,301107,340554,668851,629404,0.9410227389956807,179,0.7420080709658878,0.33236181871465686,0.06614657909348494,10,90,79,0.055865921787709494,0.5027932960893855,24,103,52,0.1340782122905028,0.5754189944134078,40,103,36,0.22346368715083798,0.5754189944134078,83.0,0.024096385542168676,0.8072289156626506,0.9374593560593951,0.1415853458214516,46.0,0.15217391304347827,0.391304347826087,0.7076949746483819,0.48941444321665833,50,0.02,0.1,0.44912698632277037,0.6086938671133033
v2_yaw_correction-epsV1,4ch_run5,4,5,wall2,45,0.47306188913474934,0.7362325923751563,0.5695987254861301,0.64228379353785,1991451,713470,1504784,3496235,2704921,0.773666815874791,105,0.9210820214186334,0.3925192605846684,0.038632706077594316,21,73,11,0.2,0.6952380952380952,29,70,6,0.2761904761904762,0.6666666666666666,35,64,6,0.3333333333333333,0.6095238095238096,97.0,0.21649484536082475,0.7422680412371134,0.9765769697770423,0.37681157887208144,,,,,,8,0.0,0.125,0.248205772572925,0.9004009692916499
v2_yaw_correction-epsV1,4ch_run5,4,5,wall3,45,0.46558110550741016,0.6203370163608938,0.6511152069242698,0.6353535860387852,240576,147239,128907,369483,387815,1.0496152732331392,202,0.651509746336963,0.498974820293938,0.17068870134652453,40,67,95,0.19801980198019803,0.3316831683168317,52,72,78,0.25742574257425743,0.3564356435643564,70,70,62,0.3465346534653465,0.3465346534653465,,,,,,151.0,0.2251655629139073,0.3973509933774834,0.7389619690755191,0.5183392698224486,51,0.11764705882352941,0.13725490196078433,0.39258257705221833,0.4014353708169961
v2_yaw_correction-epsV1,4ch_run5,4,5,wall4,45,0.4670358105679148,0.5276725639673331,0.8025367891420798,0.6367067623074821,957493,857066,235590,1193083,1814559,1.5208992165674977,177,0.9041430754500739,0.6943430131658843,0.03452682776359978,88,69,20,0.4971751412429379,0.3898305084745763,102,63,12,0.576271186440678,0.3559322033898305,115,52,10,0.6497175141242938,0.2937853107344633,168.0,0.5238095238095238,0.4107142857142857,0.9504375688547969,0.6984760072918716,1.0,0.0,0.0,0.3598127870571969,0.0,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,4ch_run5,4,5,AllWalls,45,0.4541149628982458,0.63536359841848,0.6141813434196072,0.6245929303872011,3517817,2018882,2209835,5727652,5536699,0.9666612077689077,663,0.7860804676720663,0.49227450567513387,0.08519915231076367,159,299,205,0.2398190045248869,0.45098039215686275,207,308,148,0.31221719457013575,0.4645550527903469,260,289,114,0.39215686274509803,0.4358974358974359,348.0,0.31896551724137934,0.5977011494252874,0.9546281729566345,0.47599504620346783,198.0,0.20707070707070707,0.3939393939393939,0.7297830250064956,0.5087647913917752,117,0.05982905982905983,0.1111111111111111,0.3800316831314962,0.5349304594029087
v2_yaw_correction-epsV1,7ch_run1,7,1,wall1,45,0.4409644798859728,0.6135266571416982,0.6105619936278782,0.6120407352731796,408375,257244,260476,668851,665619,0.9951678325964975,179,0.8236743235835987,0.5348720697236053,0.05744080470206823,38,81,60,0.2122905027932961,0.45251396648044695,62,84,33,0.3463687150837989,0.4692737430167598,82,74,23,0.4581005586592179,0.4134078212290503,83.0,0.20481927710843373,0.6144578313253012,0.9113721752808324,0.43682026729086276,46.0,0.34782608695652173,0.43478260869565216,0.8218139916078775,0.6011864453095773,50,0.1,0.2,0.6798073951838539,0.643859628738544
v2_yaw_correction-epsV1,7ch_run1,7,1,wall2,45,0.5234654169519974,0.7656474625527507,0.6233396782538931,0.6872035441399077,2179342,667062,1316893,3496235,2846404,0.8141340613545714,105,0.9149552510332133,0.5035642214792025,0.0486432704338221,30,64,11,0.2857142857142857,0.6095238095238096,37,61,7,0.3523809523809524,0.580952380952381,45,53,7,0.42857142857142855,0.5047619047619047,97.0,0.30927835051546393,0.6597938144329897,0.9814759996336324,0.5050013087430144,,,,,,8,0.0,0.0,0.10839117425312993,0.46871485533176566
v2_yaw_correction-epsV1,7ch_run1,7,1,wall3,45,0.5665786562257252,0.6730554131518852,0.7817274407753537,0.7233325361278101,288835,140305,80648,369483,429140,1.161460743796061,202,0.7700398491385266,0.8509735214545712,0.09044971035172149,106,25,71,0.5247524752475248,0.12376237623762376,130,20,52,0.6435643564356436,0.09900990099009901,147,15,40,0.7277227722772277,0.07425742574257425,,,,,,151.0,0.6026490066225165,0.152317880794702,0.8301514241419968,0.8661740548844072,51,0.29411764705882354,0.0392156862745098,0.5920624407949194,0.7973916411143989
v2_yaw_correction-epsV1,7ch_run1,7,1,wall4,45,0.47020176293563193,0.5132094501278448,0.848734748546413,0.6396424964104988,1012611,960484,180472,1193083,1973095,1.6537784881688868,177,0.8716520488308196,0.8358447770056164,0.04879867188490967,113,32,32,0.6384180790960452,0.1807909604519774,126,31,20,0.711864406779661,0.1751412429378531,137,24,16,0.7740112994350282,0.13559322033898305,168.0,0.6726190476190477,0.19047619047619047,0.9134870674934832,0.8340040367573218,1.0,0.0,0.0,0.5578643739173276,0.9772524352281594,8,0.0,0.0,0.03234011627906977,1.0
v2_yaw_correction-epsV1,7ch_run1,7,1,AllWalls,45,0.5016496733351418,0.6575910283251086,0.6790152404510609,0.6681314320416495,3889163,2025095,1838489,5727652,5914258,1.0325798424904307,663,0.8345979901191388,0.7027945174186262,0.06379736629245591,287,202,174,0.43288084464555054,0.3046757164404223,355,196,112,0.5354449472096531,0.2956259426847662,411,166,86,0.6199095022624435,0.25037707390648567,348.0,0.45977011494252873,0.4224137931034483,0.9319335915278064,0.647098721645329,198.0,0.5404040404040404,0.21717171717171718,0.8268392577440467,0.8040860095029624,117,0.17094017094017094,0.10256410256410256,0.5582171330255656,0.706868778441463
v2_yaw_correction-epsV1,7ch_run2,7,2,wall1,45,0.4479077632723542,0.6192219158715444,0.6181720592478743,0.6186965421886503,413465,254252,255386,668851,667717,0.9983045551251325,179,0.7871307916030177,0.5714517377168989,0.06278902522895038,36,74,69,0.2011173184357542,0.4134078212290503,61,72,46,0.3407821229050279,0.4022346368715084,81,71,27,0.45251396648044695,0.39664804469273746,83.0,0.1566265060240964,0.5180722891566265,0.8264670347205035,0.4665835109294959,46.0,0.391304347826087,0.43478260869565216,0.83863391724592,0.6629483754347725,50,0.1,0.22,0.6744497524365204,0.6646143689072787
v2_yaw_correction-epsV1,7ch_run2,7,2,wall2,45,0.48239981741473636,0.6605274737962596,0.6414254190579295,0.650836315206822,2242574,1152552,1253661,3496235,3395126,0.9710806052796794,105,0.8949171103523903,0.5769139957888656,0.030930312787644534,34,52,19,0.3238095238095238,0.49523809523809526,43,54,8,0.4095238095238095,0.5142857142857142,53,44,8,0.5047619047619047,0.41904761904761906,97.0,0.35051546391752575,0.5360824742268041,0.9661109674037256,0.5725522844052457,,,,,,8,0.0,0.0,0.031691593604951,1.0
v2_yaw_correction-epsV1,7ch_run2,7,2,wall3,45,0.5648004763589473,0.6640896888304946,0.7906913173271842,0.7218817796798631,292147,147774,77336,369483,439921,1.1906393528254344,202,0.7645631157606051,0.8707433183242068,0.08964102878989612,111,21,70,0.5495049504950495,0.10396039603960396,135,16,51,0.6683168316831684,0.07920792079207921,149,12,41,0.7376237623762376,0.0594059405940594,,,,,,151.0,0.6490066225165563,0.10596026490066225,0.8202344775748819,0.8925710985260596,51,0.2549019607843137,0.09803921568627451,0.5997322209771581,0.7929468709381159
v2_yaw_correction-epsV1,7ch_run2,7,2,wall4,45,0.44789066261396093,0.478086270450391,0.8764126217538931,0.6186802279743389,1045633,1141489,147450,1193083,2187122,1.833168354590586,177,0.8394912749050092,0.8642376527129653,0.06823982133278933,106,18,53,0.5988700564971752,0.1016949152542373,133,21,23,0.751412429378531,0.11864406779661017,139,17,21,0.7853107344632768,0.096045197740113,168.0,0.6309523809523809,0.10714285714285714,0.8786984766498859,0.8627264120308566,1.0,0.0,0.0,0.8081464647267295,0.9808524993381217,8,0.0,0.0,0.02005813953488372,1.0
v2_yaw_correction-epsV1,7ch_run2,7,2,AllWalls,45,0.47411588634426194,0.5969935810565382,0.6972873002759246,0.6432545646326994,3993819,2696067,1733833,5727652,6689886,1.1679979859111551,663,0.8113037908382654,0.7385876960882399,0.06737987111636126,287,165,211,0.43288084464555054,0.248868778280543,372,163,128,0.5610859728506787,0.2458521870286576,422,144,97,0.6365007541478129,0.2171945701357466,348.0,0.4396551724137931,0.32471264367816094,0.8906059534400691,0.6881337587876841,198.0,0.5858585858585859,0.18181818181818182,0.8244480443022537,0.8362573143250536,117,0.15384615384615385,0.13675213675213677,0.5531865705707671,0.7298527463944982
v2_yaw_correction-epsV1,7ch_run3,7,3,wall1,45,0.44797405344195,0.587952903672232,0.6529735322216756,0.6187597800900919,436742,306076,232109,668851,742818,1.1105881579006385,179,0.7823526382419167,0.6676233964548228,0.06039673371144921,50,56,73,0.27932960893854747,0.3128491620111732,82,55,42,0.4581005586592179,0.30726256983240224,101,50,28,0.5642458100558659,0.27932960893854747,83.0,0.3373493975903614,0.3373493975903614,0.8353258918783738,0.6535500775626288,46.0,0.391304347826087,0.43478260869565216,0.8402764760356998,0.619559459591369,50,0.08,0.16,0.6411271064351172,0.7436425911327736
v2_yaw_correction-epsV1,7ch_run3,7,3,wall2,45,0.5017382301787772,0.6817071857039385,0.6552368476375301,0.6682099717459371,2290862,1069616,1205373,3496235,3360478,0.9611705162839455,105,0.9056270571819374,0.5738177312003672,0.032825890661553565,34,58,13,0.3238095238095238,0.5523809523809524,42,55,8,0.4,0.5238095238095238,52,46,7,0.49523809523809526,0.4380952380952381,97.0,0.35051546391752575,0.5979381443298969,0.9731168723752628,0.579733377913773,,,,,,8,0.0,0.0,0.08731304796286746,0.0
v2_yaw_correction-epsV1,7ch_run3,7,3,wall3,45,0.5786387217602204,0.6987397101676789,0.770982697444808,0.7330856817131967,284865,122819,84618,369483,407684,1.1033904130907242,202,0.7933270247044968,0.797188607246289,0.08086294878102007,102,41,59,0.504950495049505,0.20297029702970298,127,32,43,0.6287128712871287,0.15841584158415842,143,25,34,0.7079207920792079,0.12376237623762376,,,,,,151.0,0.5960264900662252,0.2185430463576159,0.8544063105773716,0.811967598516565,51,0.23529411764705882,0.1568627450980392,0.6124844331985339,0.741184008748402
v2_yaw_correction-epsV1,7ch_run3,7,3,wall4,45,0.4351457485355587,0.4668077077537021,0.8651485269675286,0.6064133193155985,1032194,1178982,160889,1193083,2211176,1.8533295671801542,177,0.8404172812889077,0.8816402441826818,0.06078252545118309,116,12,49,0.655367231638418,0.06779661016949153,136,16,25,0.768361581920904,0.0903954802259887,146,14,17,0.8248587570621468,0.07909604519774012,168.0,0.6904761904761905,0.07142857142857142,0.8802328277007805,0.8856822843713354,1.0,0.0,0.0,0.8747437344055433,0.21066157286619455,8,0.0,0.0,0.0,0.0
v2_yaw_correction-epsV1,7ch_run3,7,3,AllWalls,45,0.4812127571862234,0.6016913323641998,0.7061642362350227,0.6497550805602785,4044663,2677493,1682989,5727652,6722156,1.173632057254875,663,0.8207207858640293,0.7490011996036259,0.06236886351800604,302,167,194,0.4555052790346908,0.25188536953242835,387,158,118,0.583710407239819,0.2383107088989442,442,135,86,0.6666666666666666,0.20361990950226244,348.0,0.5114942528735632,0.28160919540229884,0.8954123583334387,0.7444884151403282,198.0,0.5454545454545454,0.2676767676767677,0.8512263360062163,0.7639926559855651,117,0.13675213675213677,0.13675213675213677,0.5469364598169575,0.7334344359896164
v2_yaw_correction-epsV1,7ch_run4,7,4,wall1,45,0.4093773304983895,0.5487066673755848,0.6171823021868846,0.5809336103818611,412803,339517,256048,668851,752320,1.1247946104588316,179,0.75832786087699,0.7101070137236604,0.0676084281096577,57,41,81,0.31843575418994413,0.22905027932960895,87,43,49,0.4860335195530726,0.24022346368715083,107,39,33,0.5977653631284916,0.21787709497206703,83.0,0.42168674698795183,0.2289156626506024,0.8136288272516065,0.6910270530793108,46.0,0.41304347826086957,0.3695652173913043,0.8146693338487836,0.6937540296323176,50,0.06,0.1,0.6146941015610775,0.7654176256447432
v2_yaw_correction-epsV1,7ch_run4,7,4,wall2,45,0.4884065703987975,0.6485388413503429,0.6642105007243506,0.6562811265579616,2322236,1258484,1173999,3496235,3580720,1.0241645655969922,105,0.8961231971471041,0.6820599238075966,0.032109850181951685,44,43,18,0.41904761904761906,0.4095238095238095,55,42,8,0.5238095238095238,0.4,65,33,7,0.6190476190476191,0.3142857142857143,97.0,0.4536082474226804,0.44329896907216493,0.9644199758785466,0.6799926358424657,,,,,,8,0.0,0.0,0.06802475502836514,0.8825868564252826
