Class,IoU,Precision,Recall,F1-Score,Support
Background,0.44433443032563785,0.6005172284470858,0.630785117213136,0.615279150031006,1193083.0
Ashlar,0.9488346390522333,0.9806002998823143,0.9669861925024906,0.9737456632171472,30351119.0
Polygonal,0.0402605893983914,0.04781605582095082,0.20305770544951768,0.0774048153101236,125846.0
Quarry,0.06493178727163107,0.3236424627856594,0.07512612948753306,0.12194543922477354,61643.0
