Class,IoU,Precision,Recall,F1-Score,Support
Background,0.3637637123435954,0.41092124021685367,0.7601782758790822,0.5334702911525284,668851.0
Ashlar,0.815800396033262,0.9912096247962832,0.8217455509452383,0.8985573500429153,9919298.0
Polygonal,0.5220816408007252,0.5573029400579712,0.8920184728863069,0.6860100362633273,1838370.0
Quarry,0.4650726540145018,0.5957025862983473,0.6795732887985284,0.6348799873373356,165264.0
