run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1,condition,family,level
4ch_run1,4,1,base,42,v6_stress_gamma125,wall1,0.8501198642605855,0.6543513980891537,0.2321899374460249,0.578887066598588,0.9189889592373436,0.7910669992420685,0.3768736140262398,0.6956431908352174,gamma125,gamma,1.25
4ch_run1,4,1,base,42,v6_stress_gamma125,wall2,0.9394077176355596,,0.03915986708686,0.4892837923612098,0.9687573263664684,,0.075368320750568,0.5220628235585182,gamma125,gamma,1.25
4ch_run1,4,1,base,42,v6_stress_gamma125,wall3,,0.7658659087604293,0.3009073113956195,0.5333866100780243,,0.8674111720046037,0.462611453959475,0.6650113129820394,gamma125,gamma,1.25
4ch_run1,4,1,base,42,v6_stress_gamma125,wall4,0.930861404475484,0.4642658772196041,0.0856768637841744,0.4936013818264209,0.9641928750741706,0.6341278376317384,0.1578312417666227,0.5853839848241773,gamma125,gamma,1.25
4ch_run1,4,1,base,42,v6_stress_gamma125,AllWalls,0.9067963287905432,0.6281610613563956,0.1644834949281697,0.5664802950250362,,,,0.6170253280499881,gamma125,gamma,1.25
4ch_run2,4,2,base,42,v6_stress_gamma125,wall1,0.8595645805639301,0.6444362758716983,0.1685362947642919,0.5575123837333068,0.9244794072204358,0.7837777423513592,0.2884570988841862,0.6655714161519938,gamma125,gamma,1.25
4ch_run2,4,2,base,42,v6_stress_gamma125,wall2,0.950658640726697,,0.0010169439294097,0.4758377923280534,0.974705282491189,,0.0020318216101673,0.4883685520506782,gamma125,gamma,1.25
4ch_run2,4,2,base,42,v6_stress_gamma125,wall3,,0.7614337811007497,0.2660424930673693,0.5137381370840595,,0.8645613468647307,0.4202741922552714,0.6424177695600011,gamma125,gamma,1.25
4ch_run2,4,2,base,42,v6_stress_gamma125,wall4,0.9338171629052114,0.2322013684012303,0.0552069940858832,0.407075175130775,0.9657760628231468,0.3768886715367138,0.1046372785535005,0.4824340043044537,gamma125,gamma,1.25
4ch_run2,4,2,base,42,v6_stress_gamma125,AllWalls,0.9146801280652797,0.5460238084578927,0.1227006814617385,0.5278015393283036,,,,0.5696979355167817,gamma125,gamma,1.25
4ch_run3,4,3,base,42,v6_stress_gamma125,wall1,0.8578978189329346,0.6147125188102703,0.22958767135004,0.567399336364415,0.9235145336740422,0.761389425856677,0.3734384732370675,0.6861141442559289,gamma125,gamma,1.25
4ch_run3,4,3,base,42,v6_stress_gamma125,wall2,0.938114878341591,,0.0437833749684871,0.4909491266550391,0.9680694254246874,,0.0838936047813733,0.5259815151030304,gamma125,gamma,1.25
4ch_run3,4,3,base,42,v6_stress_gamma125,wall3,,0.8281940918338181,0.1976086642409594,0.5129013780373888,,0.9060242515093968,0.3300054018333329,0.6180148266713648,gamma125,gamma,1.25
4ch_run3,4,3,base,42,v6_stress_gamma125,wall4,0.931761387943808,0.4317025171820937,0.0608843363645652,0.4747827471634889,0.9646754446578798,0.6030617561974809,0.1147803474471184,0.5608391827674931,gamma125,gamma,1.25
4ch_run3,4,3,base,42,v6_stress_gamma125,AllWalls,0.9092580284061113,0.624869709275394,0.1329660117310129,0.5556979164708394,,,,0.5977374171994543,gamma125,gamma,1.25
