Class,IoU,Precision,Recall,F1-Score,Support
Background,0.3912737431211518,0.5302091341211312,0.5989073960989464,0.5624683784276374,3496235.0
Ashlar,0.9461563898623974,0.9819300200563531,0.962922463834697,0.9723333590157112,79939535.0
Polygonal,,,,,0.0
Quarry,0.045894595501846255,0.13133020825328517,0.06589931941311432,0.08776141630184997,155601.0
