Class,IoU,Precision,Recall,F1-Score,Support
Background,0.489230162233011,0.5613510760536579,0.7920093752621907,0.6570242460029682,369483.0
Ashlar,,,,,0.0
Polygonal,0.8696525148793951,0.9777248797042577,0.8872311821374173,0.9302825075337525,4083620.0
Quarry,0.29452297674118727,0.3374126923307743,0.6985234386199647,0.45502935372010933,104635.0
