Class,IoU,Precision,Recall,F1-Score,Support
Background,0.28608754394728897,0.34329947568706926,0.6319015744911797,0.4448959097593351,668851.0
Ashlar,0.8470449721311119,0.9642789014372347,0.874484766966372,0.9171893320537781,9919298.0
Polygonal,0.5956500950558726,0.6838643224972293,0.8219901325630857,0.7465923724775206,1838370.0
Quarry,0.6413922676823525,0.8064354173237469,0.7581021880143286,0.7815222239203051,165264.0
