Class,IoU,Precision,Recall,F1-Score,Support
Background,0.27886844221580964,0.323309035723332,0.6698352846897142,0.43611748168972403,668851.0
Ashlar,0.8467724364904797,0.9852073345976795,0.8576770251281896,0.9170295373258295,9919298.0
Polygonal,0.6279728541619002,0.6791665390831698,0.8928311493333768,0.7714782867005335,1838370.0
Quarry,0.5844258309101555,0.764592083822928,0.7126597444089456,0.737713081305218,165264.0
