run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1
3ch_run1,3,1,base,42,v8_coslr,wall1,0.8522800359185246,0.583524379745461,0.4703640567442589,0.6353894908027482,0.9202496592216292,0.7369945006331484,0.639792648068069,0.7656789359742823
3ch_run1,3,1,base,42,v8_coslr,wall2,0.9442294672587443,,0.0,0.4721147336293722,0.9713148403105478,,0.0,0.4856574201552739
3ch_run1,3,1,base,42,v8_coslr,wall3,,0.8308346653526747,0.2742593266491824,0.5525469960009286,,0.9076020692372356,0.430460771859336,0.6690314205482859
3ch_run1,3,1,base,42,v8_coslr,wall4,0.8441658379512413,0.0268068199581775,0.0607423261748695,0.3105716613614295,0.9154988348434644,0.0522139499604598,0.114527957782003,0.3607469141953091
3ch_run1,3,1,base,42,v8_coslr,AllWalls,0.8802251137095034,0.4803886216854378,0.2013414273920777,0.5206517209290064,,,,0.5702786727182878
3ch_run2,3,2,base,42,v8_coslr,wall1,0.8713123422245588,0.5970551614681604,0.542757750117426,0.6703750846033817,0.931231331685409,0.7476951026779717,0.703620189334475,0.7941822078992852
3ch_run2,3,2,base,42,v8_coslr,wall2,0.9479425519429892,,0.0,0.4739712759714946,0.9732756759150388,,0.0,0.4866378379575194
3ch_run2,3,2,base,42,v8_coslr,wall3,,0.83816972383825,0.2707397945757304,0.5544547592069902,,0.9119611894032096,0.4261136634445669,0.6690374264238883
3ch_run2,3,2,base,42,v8_coslr,wall4,0.8707816713880372,0.0338037201080875,0.0644840776988424,0.3230231563983224,0.9309281619612574,0.0653967855804451,0.1211555514071031,0.3724934996496019
3ch_run2,3,2,base,42,v8_coslr,AllWalls,0.8966788551851951,0.4896762018048326,0.2194954055979997,0.5352834875293425,,,,0.5805877429825737
3ch_run3,3,3,base,42,v8_coslr,wall1,0.858267609877677,0.5837499426226728,0.5634287464525176,0.6684820996509558,0.9237287517852972,0.7371743820315335,0.7207603771274642,0.7938878369814316
3ch_run3,3,3,base,42,v8_coslr,wall2,0.9378466030909,,0.0,0.46892330154545,0.9679265650800408,,0.0,0.4839632825400203
3ch_run3,3,3,base,42,v8_coslr,wall3,,0.8285779769186906,0.3098786940250355,0.569228335471863,,0.9062539168440767,0.4731410556390236,0.6896974862415503
3ch_run3,3,3,base,42,v8_coslr,wall4,0.8290191844093064,0.0171821136699172,0.0596232983784423,0.3019415321525553,0.906517757141015,0.0337837510884367,0.1125367825899728,0.3509460969398081
3ch_run3,3,3,base,42,v8_coslr,AllWalls,0.8750444657926278,0.4765033444037602,0.2332326847139988,0.528260164970129,,,,0.5796236756757026
3ch_run4,3,4,base,42,v8_coslr,wall1,0.8531010804845999,0.57426181992899,0.549548729108051,0.6589705431738803,0.9207280590020568,0.7295632945667108,0.7093016421940876,0.7865309985876183
3ch_run4,3,4,base,42,v8_coslr,wall2,0.9381039907104828,,0.0,0.4690519953552414,0.9680636283779454,,0.0,0.4840318141889727
3ch_run4,3,4,base,42,v8_coslr,wall3,,0.8331553495433273,0.2630573803618267,0.548106364952577,,0.9089849910984158,0.4165406646631825,0.6627628278807991
3ch_run4,3,4,base,42,v8_coslr,wall4,0.8629408910886165,0.0327913153916969,0.0225915346663204,0.3061079137155446,0.9264286325094876,0.0635003701193216,0.0441848654139156,0.3447046226809083
3ch_run4,3,4,base,42,v8_coslr,AllWalls,0.8847153207612332,0.4800694949546714,0.2087994110340495,0.524528075583318,,,,0.5695075658345745
3ch_run5,3,5,base,42,v8_coslr,wall1,0.8585185239523959,0.6124775966408491,0.5118988368449188,0.6609649858127212,0.9238740565540752,0.7596726899236017,0.6771601702044648,0.7869023055607139
3ch_run5,3,5,base,42,v8_coslr,wall2,0.9412671849028476,,0.0,0.4706335924514238,0.9697451151732668,,0.0,0.4848725575866334
3ch_run5,3,5,base,42,v8_coslr,wall3,,0.8453729531068169,0.2371313507265761,0.5412521519166965,,0.9162082403815136,0.3833567884078068,0.6497825143946602
3ch_run5,3,5,base,42,v8_coslr,wall4,0.842476209474352,0.0198474833175783,0.0483521991562591,0.3035586306493965,0.9145043014853426,0.0389224538810729,0.0922441889189038,0.3485569814284397
3ch_run5,3,5,base,42,v8_coslr,AllWalls,0.8807539727765318,0.4925660110217482,0.1993455966819385,0.5242218601600728,,,,0.5675285897426118
4ch_run1,4,1,base,42,v8_coslr,wall1,0.9195062181922444,0.7347919104704591,0.2951294621960533,0.6498091969529188,0.9580653706433088,0.8471239761213673,0.4557528352349032,0.7536473939998597
4ch_run1,4,1,base,42,v8_coslr,wall2,0.9507685535557336,,0.0326092339553834,0.4916888937555586,0.9747630510269758,,0.0631589044201641,0.51896097772357
4ch_run1,4,1,base,42,v8_coslr,wall3,,0.7878430746682796,0.1914779644509374,0.4896605195596085,,0.8813335866342271,0.3214125148158744,0.6013730507250508
4ch_run1,4,1,base,42,v8_coslr,wall4,0.9463750230420896,0.3778494587898841,0.0680988666197092,0.4641077828172277,0.9724487951586548,0.5484626152435198,0.127514163244507,0.5494751912155607
