run_id,channels,run_number,width_mult,seed,experiment,wall,IoU_Ashlar,IoU_Polygonal,IoU_Quarry,IoU_mean_stones,F1_Ashlar,F1_Polygonal,F1_Quarry,macro_F1,condition,family,level
4ch_run1,4,1,base,42,v6_stress_contrast080,wall1,0.8690064315434584,0.7091032875350086,0.2818811860203887,0.6199969683662853,0.9299127246189492,0.8297957094889545,0.4397929996858621,0.733167144597922,contrast080,contrast,0.8
4ch_run1,4,1,base,42,v6_stress_contrast080,wall2,0.9154303823763592,,0.0614227812718378,0.4884265818240986,0.9558482425663938,,0.1157366929664703,0.5357924677664321,contrast080,contrast,0.8
4ch_run1,4,1,base,42,v6_stress_contrast080,wall3,,0.6685273191704422,0.2871825949215187,0.4778549570459804,,0.8013381758745435,0.4462188908622225,0.623778533368383,contrast080,contrast,0.8
4ch_run1,4,1,base,42,v6_stress_contrast080,wall4,0.9410468146141462,0.1001839388354781,0.0820578607449349,0.3744295380648531,0.9696281486144512,0.1821221621204918,0.1516700053145823,0.434473438683175,contrast080,contrast,0.8
4ch_run1,4,1,base,42,v6_stress_contrast080,AllWalls,0.9084945428446548,0.4926048485136429,0.17813610573967,0.5264118323659892,,,,0.5818028961039781,contrast080,contrast,0.8
4ch_run2,4,2,base,42,v6_stress_contrast080,wall1,0.8808533946190746,0.6937826362388204,0.2772994119479903,0.6173118142686285,0.9366529014319822,0.8192109440670855,0.434196413705515,0.7300200864015277,contrast080,contrast,0.8
4ch_run2,4,2,base,42,v6_stress_contrast080,wall2,0.9241747757485844,,0.0037120671474068,0.4639434214479957,0.9605933799740638,,0.00739667733189,0.4839950286529769,contrast080,contrast,0.8
4ch_run2,4,2,base,42,v6_stress_contrast080,wall3,,0.618385461086165,0.1976793716242695,0.4080324163552172,,0.7642004651612986,0.3301039932852488,0.5471522292232738,contrast080,contrast,0.8
4ch_run2,4,2,base,42,v6_stress_contrast080,wall4,0.9357664244037208,0.0707378473632067,0.0707038505253236,0.359069374097417,0.966817496787576,0.1321291622172604,0.1320698538454567,0.4103388376167643,contrast080,contrast,0.8
4ch_run2,4,2,base,42,v6_stress_contrast080,AllWalls,0.9135981982571266,0.4609686482293973,0.1373486753112476,0.5039718405992571,,,,0.5428765454736357,contrast080,contrast,0.8
4ch_run3,4,3,base,42,v6_stress_contrast080,wall1,0.8465248094214721,0.5994846516247397,0.2964513786281335,0.5808202798914485,0.9168843062408608,0.7495972543603836,0.4573274146876678,0.7079363250963041,contrast080,contrast,0.8
4ch_run3,4,3,base,42,v6_stress_contrast080,wall2,0.871392553565533,,0.0636018211070413,0.4674971873362872,0.931277141084358,,0.1195970519133597,0.525437096498859,contrast080,contrast,0.8
4ch_run3,4,3,base,42,v6_stress_contrast080,wall3,,0.817056356352036,0.1762695085268497,0.4966629324394429,,0.8993186738493648,0.2997093901509157,0.5995140320001402,contrast080,contrast,0.8
4ch_run3,4,3,base,42,v6_stress_contrast080,wall4,0.8805522803429267,0.0446144738702476,0.0751778717547423,0.3334482086559722,0.9364826381560148,0.0854180656811178,0.1398426692544339,0.3872477910305221,contrast080,contrast,0.8
4ch_run3,4,3,base,42,v6_stress_contrast080,AllWalls,0.8661565477766441,0.4870518272823411,0.1528751450041917,0.5020278400210589,,,,0.5550338111564563,contrast080,contrast,0.8
4ch_run4,4,4,base,42,v6_stress_contrast080,wall1,0.8992725568337742,0.6923053895914447,0.295921675063595,0.6291665404962713,0.9469652510884768,0.8181802100843993,0.4566968525301859,0.7406141045676874,contrast080,contrast,0.8
4ch_run4,4,4,base,42,v6_stress_contrast080,wall2,0.90507079365521,,0.0484538292512996,0.4767623114532547,0.9501702473939816,,0.0924291139952257,0.5212996806946038,contrast080,contrast,0.8
4ch_run4,4,4,base,42,v6_stress_contrast080,wall3,,0.7165233751123741,0.2095570708504518,0.4630402229814129,,0.8348542006489904,0.3465021633135675,0.590678181981279,contrast080,contrast,0.8
4ch_run4,4,4,base,42,v6_stress_contrast080,wall4,0.905298729619254,0.0310398571668996,0.0680227762552217,0.3347871210137917,0.9502958413247508,0.0602107803129768,0.1273807596008919,0.3792957937462065,contrast080,contrast,0.8
4ch_run4,4,4,base,42,v6_stress_contrast080,AllWalls,0.903214026702746,0.4799562072902394,0.1554888378551421,0.5128863572827091,,,,0.5579719402474441,contrast080,contrast,0.8
4ch_run5,4,5,base,42,v6_stress_contrast080,wall1,0.9184045051467046,0.7221435975475834,0.2978932829541666,0.6461471285494849,0.9574670020663574,0.8386566585689499,0.4590412584247673,0.7517216396866915,contrast080,contrast,0.8
4ch_run5,4,5,base,42,v6_stress_contrast080,wall2,0.9369199043529268,,0.0633645367545655,0.5001422205537462,0.9674327805164734,,0.1191774496222281,0.5433051150693508,contrast080,contrast,0.8
4ch_run5,4,5,base,42,v6_stress_contrast080,wall3,,0.6875517659525187,0.2194577008633277,0.4535047334079232,,0.814851170582537,0.3599267128461452,0.5873889417143411,contrast080,contrast,0.8
4ch_run5,4,5,base,42,v6_stress_contrast080,wall4,0.9533042699471052,0.1880379366556216,0.0478117370467492,0.3963846478831587,0.9760939804559178,0.3165520743974837,0.0912601669866885,0.4613020739466966,contrast080,contrast,0.8
4ch_run5,4,5,base,42,v6_stress_contrast080,AllWalls,0.936209559815579,0.5325777667185746,0.1571318144047022,0.5419730469796186,,,,0.5859294426042699,contrast080,contrast,0.8
7ch_run1,7,1,base,42,v6_stress_contrast080,wall1,0.9188748224914643,0.7063604902642129,0.4993843934006972,0.7082065687187916,0.9577225275157852,0.8279147276257434,0.6661192361327202,0.8172521637580829,contrast080,contrast,0.8
7ch_run1,7,1,base,42,v6_stress_contrast080,wall2,0.9593242916486602,,0.0074375055207137,0.4833808985846869,0.9792399305593698,,0.0147651948234138,0.4970025626913918,contrast080,contrast,0.8
7ch_run1,7,1,base,42,v6_stress_contrast080,wall3,,0.8454540634211357,0.3075968809073724,0.5765254721642541,,0.9162558745611016,0.4704766207363903,0.693366247648746,contrast080,contrast,0.8
7ch_run1,7,1,base,42,v6_stress_contrast080,wall4,0.9173336525066108,0.052906308249359,0.088533560921733,0.352924507225901,0.9568847355360836,0.1004957570010669,0.1626657442638072,0.4066820789336526,contrast080,contrast,0.8
7ch_run1,7,1,base,42,v6_stress_contrast080,AllWalls,0.9318442555489118,0.5349069539782358,0.2257380851876291,0.5641630982382589,,,,0.6035757632579682,contrast080,contrast,0.8
7ch_run2,7,2,base,42,v6_stress_contrast080,wall1,0.833966677485923,0.5994676743554176,0.5893731949414003,0.6742691822609137,0.90946764488563,0.7495839821795736,0.7416422987593299,0.8002313086081778,contrast080,contrast,0.8
7ch_run2,7,2,base,42,v6_stress_contrast080,wall2,0.9412104840645236,,0.0266868363968489,0.4839486602306863,0.969715022447034,,0.0519863223151983,0.5108506723811161,contrast080,contrast,0.8
7ch_run2,7,2,base,42,v6_stress_contrast080,wall3,,0.8639677314414492,0.2841082476183246,0.5740379895298869,,0.9270200517616504,0.4424989063737718,0.6847594790677112,contrast080,contrast,0.8
7ch_run2,7,2,base,42,v6_stress_contrast080,wall4,0.8730756143937365,0.0367795617139449,0.0638386385124487,0.3245646048733767,0.9322374469931128,0.0709496272344393,0.1200156418490561,0.3744009053588694,contrast080,contrast,0.8
7ch_run2,7,2,base,42,v6_stress_contrast080,AllWalls,0.8827509253147277,0.5000716558369372,0.2410017293672556,0.5412747701729735,,,,0.5925605913539687,contrast080,contrast,0.8
7ch_run3,7,3,base,42,v6_stress_contrast080,wall1,0.8470518070685982,0.5946320182926562,0.5359054173417285,0.6591964142343275,0.917193338949089,0.7457921469924051,0.6978364830163148,0.7869406563192696,contrast080,contrast,0.8
7ch_run3,7,3,base,42,v6_stress_contrast080,wall2,0.9553102921302816,,0.0,0.4776551460651407,0.9771444419591176,,0.0,0.4885722209795587,contrast080,contrast,0.8
7ch_run3,7,3,base,42,v6_stress_contrast080,wall3,,0.8701729251018347,0.3928447879717261,0.6315088565367805,,0.930580176220284,0.5640898273292755,0.7473350017747797,contrast080,contrast,0.8
7ch_run3,7,3,base,42,v6_stress_contrast080,wall4,0.884059181673285,0.0502304485734255,0.0800320617324203,0.3381072306597103,0.9384622205849475,0.0956560508060983,0.1482031220518497,0.3941071311476318,contrast080,contrast,0.8
7ch_run3,7,3,base,42,v6_stress_contrast080,AllWalls,0.8954737602907216,0.5050117973226388,0.2521955667614687,0.5508937081249431,,,,0.60423875255531,contrast080,contrast,0.8
7ch_run4,7,4,base,42,v6_stress_contrast080,wall1,0.8513135856726477,0.6218656119790807,0.5243362942700114,0.6658384973072465,0.9196859918935184,0.7668522069720062,0.6879535654185949,0.7914972547613731,contrast080,contrast,0.8
7ch_run4,7,4,base,42,v6_stress_contrast080,wall2,0.94495809062913,,0.0298902178507374,0.4874241542399337,0.9717002080219292,,0.0580454447137382,0.5148728263678337,contrast080,contrast,0.8
7ch_run4,7,4,base,42,v6_stress_contrast080,wall3,,0.8574142235907278,0.4056924157901461,0.6315533196904369,,0.9232342605121074,0.5772136368283733,0.7502239486702404,contrast080,contrast,0.8
7ch_run4,7,4,base,42,v6_stress_contrast080,wall4,0.8674211206165732,0.0389877036495943,0.0539976661126631,0.3201354967929435,0.9290042947893548,0.0750494034003374,0.1024625914245453,0.3688387632047459,contrast080,contrast,0.8
7ch_run4,7,4,base,42,v6_stress_contrast080,AllWalls,0.8878975989727836,0.5060891797398009,0.2534791485058895,0.5491553090728246,,,,0.6063581982510482,contrast080,contrast,0.8
7ch_run5,7,5,base,42,v6_stress_contrast080,wall1,0.9115054282703883,0.7355412000441427,0.5956110433058521,0.7475525572067944,0.9537042529825901,0.847621710190959,0.7465616959780383,0.8492958863838626,contrast080,contrast,0.8
7ch_run5,7,5,base,42,v6_stress_contrast080,wall2,0.9557471768658012,,0.04656309853160247,0.5011551376987019,0.9773729326276639,,0.08898287852291675,0.5331779055752903,contrast080,contrast,0.8
7ch_run5,7,5,base,42,v6_stress_contrast080,wall3,,0.8383267031928014,0.3417364904025148,0.5900315967976582,,0.912054099781935,0.5093943450848466,0.7107242224333907,contrast080,contrast,0.8
7ch_run5,7,5,base,42,v6_stress_contrast080,wall4,0.896715259032322,0.05184716264479677,0.08268973577358217,0.3437507191502336,0.9455454684218798,0.09858307268601775,0.15274872023147118,0.39895908711312295,contrast080,contrast,0.8
7ch_run5,7,5,base,42,v6_stress_contrast080,AllWalls,0.9213226213895038,0.5419050219605803,0.26665009200338785,0.5766259117844906,,,,0.6230392753764167,contrast080,contrast,0.8
